WindowSize,CompressionLevel,Performance
15,9,8.084
12,3,2.426
16,10,285.0
16,1,1.598
21,3,2.512
10,4,3.02
16,11,284.296
11,5,3.49
23,10,318.954
14,4,2.894
24,4,2.708
17,0,1.606
19,11,258.502
21,10,244.734
16,4,2.77
13,6,4.3
24,1,1.57
20,7,12.338
11,10,343.594
17,3,2.564
18,5,6.714
11,10,343.594
23,3,2.478
15,7,6.39
21,1,1.598
12,0,1.528
18,7,8.628
16,0,1.59
13,11,315.078
11,10,343.594
14,9,7.404
23,8,37.284
13,8,5.62
12,2,1.988
15,1,1.52
13,10,313.652
17,11,307.42
24,2,2.04
13,10,313.652
13,3,2.37
17,4,2.848
20,9,17.4
10,1,1.666
15,8,6.738
22,1,1.586
16,11,284.296
14,5,4.678
11,4,3.04
16,9,9.094
19,10,258.558
17,11,307.42
15,9,8.084
16,1,1.598
20,10,246.512
22,0,1.596
10,7,4.874
14,8,6.086
17,11,307.42
24,5,7.154
12,10,328.816
24,9,108.602
11,11,343.996
13,10,313.652
11,9,6.286
14,6,4.874
16,0,1.59
22,4,2.748
17,8,8.454
14,11,301.078
23,0,1.556
17,0,1.606
17,0,1.606
17,9,10.152
14,1,1.46
14,0,1.472
24,7,20.228
15,3,2.392
11,7,5.078
20,4,2.808
24,11,394.158
21,4,2.768
14,10,301.488
14,7,5.896
23,0,1.556
19,2,2.1
19,8,11.508
20,7,12.338
17,5,5.886
20,11,246.08
15,4,2.834
20,4,2.808
13,0,1.514
11,9,6.286
23,1,1.572
12,9,6.47
19,11,258.502
24,4,2.708
19,0,1.614
19,5,7.372
18,4,2.824
