new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,1,1,0,100,1024,4,11770.4
4,0,0,0,1,30,1,2,10083.8
4,1,1,1,1,60,1,0,35668.2
5,1,1,1,1,50,8,8,121684.6
3,1,1,1,0,40,256,0,12077.4
3,0,0,1,0,0,8,0,15918.2
5,1,0,1,0,70,2048,10,300062.2
1,1,0,1,0,30,16,2,17685.4
1,1,1,0,0,100,128,10,101637.0
5,1,1,0,1,70,16,10,300653.6
5,1,0,0,1,80,4096,2,9197.0
3,1,0,0,0,10,512,6,11743.4
1,0,1,0,1,90,16,4,11870.4
5,0,0,1,1,60,1,10,301842.4
2,1,0,1,1,80,1024,10,102671.2
3,1,0,0,1,30,512,6,10623.4
3,0,0,0,1,70,512,10,48466.0
2,1,1,0,1,10,128,10,99614.4
3,1,0,0,0,50,2,2,13306.6
3,1,1,0,0,50,512,0,12116.4
1,1,0,1,0,90,1024,4,11756.8
2,0,1,0,1,70,64,2,4752.8
5,0,0,1,0,20,256,0,9211.8
1,0,0,0,1,90,256,2,17732.6
4,1,1,1,0,40,1024,8,124658.8
2,0,0,1,0,70,1,8,125336.6
5,1,0,1,1,0,64,8,121018.6
2,0,0,1,1,40,32,2,17657.4
4,1,0,0,0,50,128,2,8957.8
2,1,1,1,0,100,128,0,17644.4
1,0,1,1,0,40,2,2,17643.0
2,1,1,0,0,100,4096,4,4364.4
5,0,0,0,1,80,32,0,9216.6
4,0,0,0,1,90,4096,8,39226.8
5,1,1,0,0,30,16,6,47616.2
3,1,0,0,0,70,4,2,12793.2
1,1,0,1,1,90,32,10,103657.6
3,1,1,1,1,100,64,2,12222.0
1,0,1,1,1,60,512,2,17691.2
5,0,1,1,1,100,1024,10,302212.0
5,0,0,1,0,60,1024,8,122234.2
1,1,1,0,1,80,128,8,102206.0
5,1,1,0,1,40,256,10,302246.4
3,1,1,0,1,10,4096,10,50400.4
5,0,0,1,1,70,16,8,121725.8
5,0,0,1,1,0,2,2,9228.4
2,0,1,1,1,20,512,0,17691.8
3,0,0,0,0,30,2048,6,10720.8
2,1,0,0,0,70,32,4,4723.8
3,0,1,1,0,100,4,10,46621.4
3,0,0,0,0,90,1024,6,10663.4
1,0,1,1,1,50,512,2,17768.4
2,0,0,1,1,10,4,8,114770.8
1,1,1,0,0,0,1,0,17893.2
3,1,0,1,0,0,64,6,20752.8
2,0,1,0,0,60,8,6,76651.8
2,1,1,0,0,80,256,4,4295.8
5,1,0,0,1,10,32,2,9172.2
3,0,1,0,1,0,256,2,16081.8
3,1,1,0,1,100,32,6,10787.4
1,1,1,1,0,60,1,6,116474.4
1,0,1,0,1,0,32,4,18507.2
5,0,0,1,1,80,4,8,121074.6
1,1,1,0,1,50,4,2,17713.6
5,1,0,1,0,10,1,4,9149.6
2,0,1,1,1,90,512,6,91033.4
4,1,1,1,1,20,1,0,35819.6
4,1,1,1,1,100,512,10,415761.4
4,1,0,1,0,30,4096,0,35785.0
2,1,0,0,0,70,1,6,78615.0
5,1,1,0,0,30,8,6,47483.6
5,1,1,1,1,50,512,6,47578.4
3,0,1,0,0,90,2,4,12983.4
2,0,1,0,1,90,128,10,100753.0
4,0,0,0,1,80,256,4,12824.4
1,1,0,0,1,50,512,10,101148.0
3,0,1,1,0,80,16,4,12193.8
1,1,0,1,1,80,4,4,12423.8
2,0,0,0,1,100,128,6,88332.4
3,0,0,0,0,40,64,2,12227.0
1,0,1,0,1,60,4,10,80881.6
1,1,0,1,1,90,1024,4,11808.0
2,1,0,1,0,100,128,4,11823.8
3,0,1,1,1,100,1024,6,10589.4
5,1,0,0,0,30,4,10,299540.8
5,1,0,0,0,80,4,4,9200.6
4,1,0,1,1,100,8,2,35948.4
1,0,0,0,1,10,512,4,12383.8
3,1,1,1,0,40,64,0,12105.0
2,0,1,0,1,70,1,10,83428.0
4,1,0,1,1,50,4,2,35739.8
5,0,1,0,0,80,2,8,120843.8
3,0,0,1,0,90,16,10,47660.4
1,0,0,0,1,10,1024,4,12412.0
1,0,1,0,0,20,512,6,89300.8
3,1,1,0,0,40,8,2,12347.4
3,0,0,1,0,90,256,10,48187.2
4,0,1,1,0,80,2048,8,124862.4
3,1,1,0,0,100,4096,0,12027.8
3,0,0,0,1,90,16,6,11296.0
