new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3,0,0,1,1,90,2,6,15543.2
1,1,1,1,0,20,2,4,13340.4
5,1,1,1,1,90,16,8,121013.4
2,0,1,0,1,50,32,0,4872.6
5,0,0,1,0,30,512,2,9151.6
3,1,1,0,0,60,64,2,12144.0
4,1,0,0,0,70,16,4,13146.0
4,1,0,1,0,100,4,10,415392.4
4,0,1,1,0,100,1,2,35646.0
3,0,0,0,0,50,32,8,38269.6
5,1,1,0,1,90,512,2,9149.4
4,1,0,1,1,30,2,0,35837.6
5,1,1,1,0,80,64,2,9180.4
5,1,1,0,1,10,32,0,9174.6
2,0,0,0,0,60,4,6,72792.8
3,0,0,1,1,10,2,8,39351.4
4,1,0,1,0,100,64,2,35887.8
4,0,0,1,0,90,4096,8,125161.0
3,1,1,1,1,20,128,10,49349.4
3,0,1,0,1,0,32,0,15966.4
5,0,0,1,0,90,2048,2,9146.6
2,0,0,1,0,90,2048,4,11867.2
1,0,1,1,0,0,8,4,18459.0
4,0,0,0,0,50,1024,10,113619.6
1,0,0,0,0,100,512,4,11672.4
3,1,1,0,1,60,64,0,12178.4
1,0,0,0,0,80,512,6,89465.2
1,1,0,0,0,60,1024,0,17797.6
2,0,0,0,1,20,1,6,78667.4
1,0,1,1,1,70,128,0,17704.8
1,1,1,0,0,60,256,4,11777.0
4,1,0,0,1,70,8,2,9286.8
3,0,1,0,1,60,512,8,37839.0
3,0,1,0,0,20,64,4,12110.0
2,1,1,0,0,10,16,10,96743.4
3,0,1,0,1,50,4096,2,12099.6
1,1,0,0,0,30,2,6,73832.0
3,1,0,0,1,10,512,4,12636.0
2,1,1,0,1,100,2048,10,101455.4
4,1,1,1,1,30,256,2,35872.6
2,0,1,0,1,30,1024,10,100526.0
4,0,1,0,1,70,256,10,114173.2
1,0,1,0,0,10,512,4,12381.2
3,1,1,0,1,70,32,2,12117.0
5,1,0,0,0,60,128,2,9189.6
5,0,1,1,0,0,512,10,296616.0
3,1,1,1,1,40,4,0,12892.4
4,1,1,0,0,90,8,4,13749.0
4,1,0,1,0,60,32,2,35787.0
4,1,0,0,1,70,256,8,39287.2
3,0,1,1,1,90,256,8,37732.6
2,0,1,1,0,50,2048,0,17677.8
5,0,1,0,1,40,2048,4,9168.4
1,0,0,1,1,100,4,2,17688.0
2,1,1,1,0,50,128,4,11905.4
5,1,1,0,0,70,8,4,9132.8
4,1,0,0,0,90,32,2,8936.4
2,1,1,0,0,20,2048,2,5019.8
1,0,1,1,1,60,4096,8,102740.4
5,1,1,0,0,50,512,2,9223.8
2,1,1,1,0,80,64,0,17669.0
3,1,1,1,0,50,1024,8,38109.2
5,0,0,0,0,100,1024,8,122620.0
5,1,1,1,0,30,2048,4,9183.0
3,0,0,0,0,70,16,6,11158.4
3,1,0,1,0,80,4096,2,12159.2
1,1,1,1,0,30,2048,10,103254.8
5,0,1,1,1,40,2048,10,301702.6
3,1,1,0,1,10,8,10,48235.0
1,1,1,0,0,40,128,8,101500.0
2,0,0,0,1,10,128,6,88204.4
3,1,1,0,1,40,4096,6,10628.8
1,0,0,0,1,60,256,6,89908.8
1,1,0,1,1,50,4,6,103203.4
4,0,1,0,0,50,4,0,9367.0
1,0,1,1,0,50,128,8,102977.0
1,1,1,1,1,30,2048,6,91552.2
1,1,1,1,0,10,32,4,12358.8
2,0,1,0,0,80,1,0,11181.8
3,1,1,1,0,30,1024,6,10564.0
4,0,0,1,1,50,1,8,123559.6
2,0,0,1,0,80,4096,0,17654.4
4,1,1,1,0,80,4096,10,417646.0
2,1,0,0,1,10,64,6,88001.4
3,1,0,1,0,70,2,0,13086.0
1,1,0,0,1,50,128,6,89600.2
2,1,1,1,1,90,2048,2,17668.2
4,1,0,0,0,0,8,4,22078.0
2,0,1,0,0,100,2048,6,88337.4
1,0,0,0,1,100,256,8,101549.0
2,0,0,0,0,30,256,6,88585.4
3,1,0,1,0,60,256,10,48575.4
1,1,1,1,0,60,128,0,17699.6
2,1,0,1,0,20,32,2,17636.8
5,0,0,0,1,90,4,10,300886.4
1,0,1,1,0,50,4096,10,102969.4
2,1,1,1,1,40,2048,2,17661.6
3,0,1,1,0,70,128,8,37949.8
5,1,1,1,1,60,64,6,47707.2
1,0,1,0,1,50,4096,8,101427.2
