new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,2,2,1,0,0,1024,1,164.7006
1,2,2,1,0,1,512,0,337.4748
0,0,2,1,0,1,1024,1,337.4748
0,2,1,0,1,0,1024,9,167.7622
0,0,1,0,0,0,2048,0,164.984
0,1,2,1,1,1,512,1,337.4748
0,2,1,2,0,1,1024,1,337.4748
0,0,1,2,0,1,4096,5,337.4748
1,1,1,0,1,0,2048,1,337.4748
1,1,2,0,0,1,512,9,337.4748
0,1,2,2,0,0,512,0,31.1458
0,2,1,1,0,1,2048,0,337.4748
1,0,1,1,0,0,512,0,337.4748
0,1,2,0,0,0,1024,5,337.4748
0,2,2,2,1,0,4096,9,165.7986
1,2,1,2,1,0,2048,9,337.4748
0,1,1,0,0,0,4096,1,337.4748
0,1,2,1,1,1,4096,5,337.4748
0,2,1,1,0,1,2048,9,337.4748
0,0,2,0,1,0,1024,5,337.4748
1,0,2,0,0,1,4096,5,337.4748
1,0,2,2,0,1,2048,1,337.4748
1,1,1,0,1,1,1024,9,337.4748
0,2,2,0,1,1,4096,0,337.4748
1,2,1,2,0,1,1024,5,337.4748
1,0,1,2,1,1,512,5,337.4748
0,1,2,0,0,1,1024,1,337.4748
1,1,1,0,0,0,1024,5,337.4748
0,0,2,0,1,0,4096,5,337.4748
1,0,2,0,0,0,4096,0,164.1756
0,0,2,1,0,1,2048,9,337.4748
0,2,1,2,0,0,512,1,337.4748
1,1,1,1,1,1,4096,0,337.4748
0,1,2,2,1,0,1024,5,337.4748
0,2,1,2,0,0,2048,5,337.4748
1,2,1,2,0,0,1024,0,337.4748
1,2,2,0,1,1,2048,9,165.2884
1,0,1,1,0,1,1024,1,337.4748
1,2,1,2,1,1,2048,0,337.4748
0,0,2,1,1,0,2048,5,337.4748
0,2,2,0,1,0,512,1,162.5806
0,0,1,1,0,0,1024,0,337.4748
0,0,1,1,1,0,2048,0,337.4748
0,0,1,2,0,1,2048,9,337.4748
0,2,1,0,0,1,1024,1,166.278
0,2,2,1,0,0,512,5,163.7756
0,1,2,0,1,1,4096,5,337.4748
1,2,1,0,0,0,1024,1,168.5756
1,1,1,0,1,0,512,0,32.389
1,2,1,1,0,0,512,0,337.4748
1,2,2,0,1,0,4096,9,165.358
1,1,2,1,1,0,2048,9,337.4748
1,2,2,1,1,0,1024,1,163.8996
0,0,1,1,0,1,2048,5,337.4748
1,1,1,2,1,1,2048,1,337.4748
0,0,2,2,1,1,1024,0,165.1184
1,1,1,2,1,1,2048,9,337.4748
0,2,2,2,0,0,1024,1,165.342
0,0,1,1,1,0,1024,5,337.4748
1,0,1,2,1,1,512,9,337.4748
1,1,1,0,1,0,1024,0,31.9774
1,1,1,0,1,0,1024,5,337.4748
0,1,2,1,0,1,512,1,337.4748
1,1,2,0,1,0,2048,0,31.7862
1,1,2,1,1,1,4096,9,337.4748
0,2,1,1,1,1,512,9,337.4748
1,2,1,0,0,1,1024,0,337.4748
1,2,2,0,1,1,1024,1,164.6092
1,0,1,1,0,0,512,9,337.4748
0,1,2,2,0,1,2048,9,337.4748
0,2,1,2,0,0,4096,9,337.4748
1,0,2,1,0,0,512,0,163.4738
0,2,1,2,0,0,1024,0,337.4748
0,2,1,2,0,0,1024,0,337.4748
0,0,1,1,0,0,1024,1,337.4748
1,1,2,1,1,1,2048,0,33.1484
1,0,2,2,0,0,2048,1,337.4748
1,0,1,2,0,1,4096,0,337.4748
1,1,1,1,0,0,4096,9,337.4748
0,0,2,2,0,0,512,0,161.9756
1,2,2,0,1,0,512,9,165.5104
0,2,2,0,1,1,1024,1,166.6684
0,1,2,0,0,0,512,5,337.4748
1,0,2,1,1,0,1024,9,337.4748
1,0,1,0,1,1,2048,5,337.4748
1,1,1,1,0,1,1024,9,337.4748
1,2,2,1,0,1,512,5,165.5166
0,2,2,0,1,0,4096,0,337.4748
0,2,1,1,1,0,1024,0,337.4748
1,2,1,2,1,0,2048,9,337.4748
0,2,1,0,0,0,4096,1,167.098
1,0,2,1,1,0,4096,1,337.4748
0,1,2,1,0,0,1024,0,31.283
1,2,1,0,0,0,2048,9,165.9198
1,2,1,2,1,1,4096,1,337.4748
0,1,2,2,1,0,512,1,337.4748
0,1,1,2,0,0,4096,1,337.4748
1,1,2,0,0,0,512,9,337.4748
0,0,2,0,0,1,512,0,162.9272
1,2,2,0,0,1,4096,5,164.601
