new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,0,0,1,80,512,8,121375.0
1,0,0,1,0,20,4,6,103388.2
4,0,1,1,0,70,4,0,35925.8
1,0,0,1,1,80,64,8,102659.0
4,0,0,0,0,60,64,2,8938.0
5,1,0,1,1,30,64,0,9155.4
4,1,0,1,1,60,4,8,124335.6
5,0,1,0,0,10,128,0,9098.6
2,0,1,0,1,60,16,10,96255.0
1,0,1,1,0,60,16,8,105372.2
2,1,1,0,0,30,8,0,5181.0
2,1,0,1,1,70,1024,4,11902.6
2,0,1,1,1,50,4096,4,11924.4
5,1,1,1,0,20,4096,10,301611.2
3,1,0,1,0,100,4096,2,12255.8
1,1,1,0,0,100,64,8,101673.6
3,0,0,1,0,90,2,4,13210.6
3,1,0,0,0,20,512,4,12264.6
5,0,0,0,0,70,2048,10,300684.4
5,0,1,0,0,0,2,2,9263.2
5,0,1,1,1,70,512,8,121530.6
2,1,1,0,0,30,128,10,100424.8
2,0,0,0,0,10,8,2,6013.4
1,1,1,1,0,60,2048,6,90618.6
3,1,0,1,1,100,256,4,12297.4
3,0,1,0,1,30,4096,0,12004.0
2,1,1,1,0,90,1024,8,103211.6
2,0,1,0,0,50,2048,0,4875.8
5,1,1,1,1,90,2,10,299015.8
3,0,0,0,0,0,2,8,44435.8
1,1,1,0,0,100,64,6,89714.6
3,0,1,1,1,10,128,6,11962.4
1,0,1,1,1,30,8,4,12176.8
1,0,0,0,1,60,2,0,17736.8
3,1,1,1,0,10,512,8,39458.6
3,1,1,0,0,0,16,2,15846.4
1,1,0,0,0,40,1024,10,101795.4
5,0,0,0,0,40,256,0,9153.4
4,1,0,0,1,0,32,10,274890.8
3,1,1,1,1,0,32,8,44235.4
2,1,1,1,0,60,32,6,91620.8
5,0,0,1,0,10,4,4,9230.4
2,0,1,0,1,80,1,4,14805.2
1,1,0,0,1,70,1,10,83453.8
4,0,0,0,0,80,32,4,12890.8
1,1,0,1,1,0,32,6,123578.0
5,1,1,0,0,40,8,2,9155.2
2,0,0,1,0,100,256,6,90563.6
2,1,0,0,1,100,512,8,101580.6
5,0,1,0,0,10,4,4,9147.8
3,0,1,1,1,50,8,8,37394.2
4,1,0,0,0,10,2048,6,21758.0
1,0,1,1,1,50,512,2,17768.4
5,0,0,1,1,30,1,8,120956.6
4,1,0,0,0,90,4096,8,38976.0
1,1,0,1,1,80,256,6,90733.4
5,0,1,0,0,90,4096,10,301017.8
5,1,0,1,0,20,32,0,9223.4
3,0,0,0,0,40,1024,2,12234.8
1,0,0,0,0,90,128,6,88785.0
2,1,1,0,1,100,1024,0,4661.0
3,0,1,1,1,0,1,6,20673.8
4,1,0,1,0,10,128,0,35713.6
1,1,1,1,0,10,128,4,12408.6
2,0,0,0,1,50,2,6,73845.6
5,1,0,0,0,50,512,2,9254.0
2,0,1,0,1,50,1,10,83362.8
4,1,0,0,0,40,4,10,159332.8
4,1,0,0,1,10,128,6,21407.2
1,0,1,1,1,80,16,4,11955.4
5,1,1,0,1,0,4096,8,121810.2
4,0,0,1,1,90,256,8,125318.0
3,1,0,0,0,60,4096,6,10634.6
1,1,0,1,1,70,128,8,103053.8
2,1,1,1,0,30,8,10,109518.6
3,1,0,1,1,0,64,8,44450.6
2,0,1,1,0,30,512,10,103300.2
5,0,1,1,0,0,32,8,121649.8
1,1,0,1,1,70,16,4,11866.6
1,0,0,0,0,10,8,4,12317.6
3,0,0,0,1,90,256,6,10667.8
1,1,1,0,0,50,4,2,17749.4
2,0,0,0,0,70,32,2,4790.2
5,0,1,1,1,60,4096,4,9152.8
3,1,1,0,1,0,1,8,44285.0
4,1,1,1,1,70,4096,6,49280.2
5,0,0,1,0,90,1,4,9188.0
2,0,0,1,1,70,1024,10,102923.6
5,1,0,1,0,100,8,2,9209.2
1,0,1,1,0,20,4096,8,103734.2
2,1,1,0,1,0,4,0,11377.2
5,0,0,1,1,60,2,0,9236.6
4,1,0,0,1,40,16,0,9038.8
4,1,0,0,0,60,8,10,145643.0
2,0,1,0,0,100,1024,6,88022.2
2,0,0,1,0,20,1,2,17645.0
5,1,1,0,0,70,16,8,121573.6
4,0,1,0,1,60,512,4,12910.2
1,0,1,1,0,0,64,10,131929.6
5,0,0,1,1,30,8,2,9157.4
