new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1,1,2,1,0,1,1024,0,32.517
1,2,1,0,1,0,1024,9,167.6726
1,0,2,0,0,1,1024,1,337.4748
1,2,2,0,1,0,4096,5,164.9454
1,2,2,0,0,1,4096,5,164.601
0,1,1,0,1,1,1024,5,337.4748
0,2,1,2,0,0,2048,1,337.4748
1,0,2,1,0,0,1024,5,337.4748
1,0,1,1,1,0,512,5,337.4748
1,0,2,2,0,0,4096,9,337.4748
0,2,2,2,0,1,1024,0,337.4748
1,1,2,0,0,1,2048,5,337.4748
0,1,2,2,1,1,4096,0,31.6068
1,1,1,2,0,0,2048,5,337.4748
0,1,2,0,1,1,2048,9,337.4748
1,0,2,0,0,1,2048,1,337.4748
0,1,1,0,0,1,4096,0,32.8334
0,2,2,2,0,1,2048,1,164.6412
0,0,2,1,0,1,1024,9,337.4748
0,0,2,0,0,1,512,0,162.9272
1,2,1,2,0,0,2048,0,337.4748
1,1,1,1,1,0,4096,1,337.4748
0,1,2,2,1,0,4096,9,337.4748
1,2,2,2,1,1,4096,1,164.7978
1,1,1,0,1,0,1024,1,337.4748
0,0,2,0,1,0,2048,1,337.4748
0,1,1,2,1,1,4096,1,337.4748
1,2,1,1,1,0,512,9,337.4748
0,0,2,1,1,0,4096,1,337.4748
0,2,2,2,0,1,4096,9,164.142
1,1,2,0,0,0,4096,1,337.4748
0,0,1,0,1,0,512,1,337.4748
1,2,2,0,1,1,1024,1,164.6092
1,1,1,0,1,0,1024,9,337.4748
0,0,2,2,0,1,2048,0,165.5768
0,1,1,2,0,0,512,1,337.4748
0,0,1,1,0,1,512,9,337.4748
1,2,1,1,1,0,4096,1,337.4748
0,1,1,1,0,0,4096,5,337.4748
0,0,1,1,0,1,1024,0,337.4748
1,0,2,2,1,0,4096,5,337.4748
1,1,2,2,1,1,2048,9,337.4748
1,2,2,0,1,1,512,9,161.9186
0,2,2,2,1,1,4096,0,337.4748
0,1,2,2,0,0,1024,5,337.4748
1,1,2,2,1,0,1024,5,337.4748
1,1,1,2,1,0,2048,0,337.4748
0,1,2,2,0,0,2048,9,337.4748
0,1,1,2,1,1,2048,9,337.4748
0,0,1,2,1,0,4096,5,337.4748
0,1,2,1,0,1,2048,0,32.4956
0,1,2,1,1,0,2048,9,337.4748
0,2,1,0,0,0,2048,0,337.4748
1,2,2,0,1,0,512,5,164.5372
1,1,1,2,1,1,4096,9,337.4748
0,0,1,1,0,1,2048,1,337.4748
0,2,1,1,0,0,1024,5,337.4748
0,2,1,2,1,0,2048,1,337.4748
1,1,2,2,1,0,2048,9,337.4748
0,2,1,2,0,0,512,5,337.4748
0,1,1,2,0,1,2048,9,337.4748
1,2,2,2,1,1,2048,9,167.0402
1,1,2,2,1,0,2048,5,337.4748
1,1,1,1,0,0,1024,0,337.4748
1,0,1,0,0,0,1024,9,337.4748
1,0,2,1,0,0,1024,5,337.4748
1,0,2,2,1,1,4096,9,337.4748
0,0,2,1,0,0,1024,1,337.4748
0,0,2,1,1,1,512,1,337.4748
0,2,1,1,1,0,4096,9,337.4748
1,1,1,0,0,1,1024,5,337.4748
0,0,2,2,1,0,512,0,165.7538
0,1,1,0,1,0,1024,9,337.4748
0,0,1,0,1,0,2048,9,337.4748
1,0,1,2,1,0,4096,0,337.4748
1,0,1,1,1,1,4096,9,337.4748
0,1,1,0,1,1,4096,1,337.4748
0,0,1,1,0,1,2048,0,337.4748
0,2,1,0,0,1,512,0,337.4748
0,2,2,1,0,1,1024,9,164.7082
1,0,2,0,1,1,2048,9,337.4748
1,1,1,0,1,0,512,1,337.4748
1,2,2,1,0,0,2048,1,168.218
1,0,1,0,1,1,4096,5,337.4748
0,2,1,1,1,0,4096,0,337.4748
0,2,1,1,0,1,512,9,337.4748
0,0,2,0,1,1,4096,5,337.4748
1,2,1,0,0,1,512,1,167.9768
0,0,1,0,1,1,1024,0,166.6634
1,2,1,0,1,0,512,5,168.1308
0,1,2,0,1,1,512,1,337.4748
0,2,2,0,0,0,4096,9,165.3784
1,0,1,2,1,0,2048,9,337.4748
0,2,1,0,1,0,1024,5,167.7964
1,0,1,0,1,1,512,9,337.4748
1,2,2,0,0,0,4096,1,166.5774
0,0,2,2,1,0,1024,9,337.4748
1,1,1,0,1,1,1024,0,32.272
0,1,1,1,1,1,4096,0,337.4748
0,0,2,2,0,1,2048,0,165.5768
