WindowSize,CompressionLevel,Performance
13,4,2.972
12,9,6.47
20,0,1.63
12,3,2.426
23,1,1.572
18,7,8.628
19,1,1.604
22,7,19.626
13,10,313.652
19,8,11.508
11,0,1.526
12,6,3.846
20,6,10.658
15,1,1.52
14,1,1.46
23,1,1.572
16,10,285.0
18,1,1.63
14,11,301.078
11,6,3.57
15,5,5.072
21,7,15.806
24,6,10.176
18,0,1.628
10,8,5.046
19,4,2.8
12,1,1.542
19,11,258.502
13,5,4.128
19,3,2.552
12,7,5.266
13,2,1.942
23,9,63.68
20,7,12.338
24,10,392.744
14,7,5.896
22,5,7.198
17,2,2.102
24,5,7.154
11,3,2.476
14,3,2.302
18,3,2.562
18,6,7.51
13,8,5.62
10,6,3.386
14,11,301.078
17,1,1.612
21,9,23.614
12,8,5.318
23,6,10.22
21,0,1.604
22,6,10.266
12,8,5.318
15,11,292.192
15,7,6.39
11,7,5.078
10,0,1.662
22,3,2.5
13,5,4.128
22,7,19.626
19,11,258.502
24,6,10.176
19,11,258.502
21,9,23.614
13,1,1.514
22,1,1.586
15,4,2.834
14,10,301.488
24,5,7.154
10,11,363.346
21,7,15.806
19,6,9.336
20,3,2.546
22,10,256.21
24,2,2.04
19,3,2.552
13,10,313.652
12,11,328.552
19,0,1.614
24,2,2.04
11,2,1.998
16,2,2.026
17,1,1.612
16,4,2.77
12,7,5.266
13,11,315.078
14,11,301.078
17,3,2.564
20,2,2.088
12,1,1.542
10,5,3.306
23,0,1.556
11,6,3.57
14,0,1.472
20,11,246.08
22,11,259.594
12,6,3.846
23,9,63.68
23,11,315.238
21,10,244.734
