fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,0,1,64,8,256,132169.4
0,1,1,0,0,256,2,1024,46191.4
1,0,0,1,1,128,2,256,131667.8
0,1,0,0,0,128,32,4096,46197.8
0,0,0,1,1,256,8,4096,46339.4
1,0,1,1,0,64,2,4096,140311.8
0,0,1,1,0,256,2,4096,46625.0
1,1,1,1,0,256,8,4096,129630.8
0,1,1,1,0,64,8,1024,46311.6
0,1,1,1,1,64,8,1024,46751.8
0,0,1,0,1,256,8,256,46064.6
0,0,0,1,0,256,2,4096,46365.8
0,1,0,0,1,64,2,4096,46135.0
0,0,1,1,0,128,32,256,46471.0
1,0,0,1,1,256,2,256,131810.4
1,1,0,0,0,128,2,4096,133164.4
0,0,0,1,1,64,8,1024,47331.0
1,1,0,1,1,128,8,256,131563.8
0,1,1,1,1,128,8,4096,46800.8
0,0,0,0,0,64,8,4096,46285.0
1,0,0,0,0,128,2,4096,133393.2
1,0,1,1,0,128,8,256,142638.0
0,0,1,0,0,64,8,1024,46291.6
1,1,0,1,0,256,32,1024,134381.0
1,1,1,0,0,256,32,4096,131082.0
0,0,1,0,1,128,2,1024,46229.8
1,0,1,1,0,128,2,1024,140842.0
1,0,1,0,1,64,32,1024,138701.4
1,1,1,0,0,64,2,256,132226.4
1,1,0,1,1,128,32,256,130087.4
1,0,0,1,0,128,8,256,132011.0
1,0,0,0,1,64,2,256,133882.4
0,0,0,0,0,256,8,4096,46426.6
1,0,1,0,1,128,32,1024,140847.2
0,0,1,0,0,256,8,4096,46383.4
0,1,1,1,0,128,2,256,46517.8
0,1,0,1,1,128,32,1024,46648.6
1,0,1,0,0,128,8,4096,133337.6
0,1,1,1,0,64,32,256,46517.6
0,0,1,0,0,128,32,256,46078.8
1,1,1,0,0,256,8,4096,136698.2
0,1,1,1,1,256,32,4096,46325.4
1,1,1,0,0,64,32,1024,134439.4
0,0,0,0,1,256,32,4096,46070.8
1,1,1,1,1,128,2,1024,132657.0
1,0,1,0,1,256,32,256,137280.0
0,0,0,1,0,256,8,1024,46393.4
0,0,0,1,0,64,8,256,46269.0
1,1,0,1,0,128,32,4096,130274.6
1,0,1,1,1,256,8,1024,134859.0
1,0,1,1,0,128,32,4096,138185.4
1,1,1,1,0,64,2,4096,130507.0
1,1,1,0,0,64,2,4096,135253.6
1,1,1,1,0,64,2,256,128226.2
0,0,0,0,0,128,8,1024,46208.0
1,1,1,1,0,64,2,256,128226.2
1,0,1,1,0,128,2,4096,131911.2
1,1,1,1,0,256,2,4096,127337.6
0,0,1,0,1,256,2,256,46342.0
0,0,1,1,1,64,8,4096,46617.4
0,1,1,0,1,128,2,4096,46615.0
0,0,1,0,1,64,32,4096,47106.4
0,0,1,0,0,64,32,1024,46389.6
0,0,1,0,1,128,8,1024,46365.0
0,0,0,0,0,64,2,4096,46558.6
1,0,0,1,1,128,2,256,131667.8
1,0,1,0,1,128,8,4096,137829.6
0,1,0,0,0,256,8,4096,46102.0
0,0,0,1,0,128,8,1024,46551.6
1,1,0,0,0,64,2,256,132203.8
1,1,1,0,1,64,32,256,133542.0
1,1,1,0,1,64,32,256,133542.0
1,1,1,0,0,64,2,1024,129472.0
1,1,1,0,0,64,2,1024,129472.0
1,1,1,1,1,256,8,256,136030.6
0,1,0,1,1,256,2,1024,46417.0
1,0,1,1,1,64,32,1024,141022.0
1,0,1,1,1,64,32,4096,138867.0
0,1,1,1,1,128,32,4096,46787.2
1,0,1,1,1,64,2,4096,139900.6
1,1,0,1,1,64,8,4096,128898.0
1,1,1,0,1,64,2,4096,131156.6
0,1,0,1,0,256,8,4096,46431.0
1,1,0,0,1,256,32,4096,134608.6
0,1,1,1,1,128,2,4096,47014.0
0,0,0,0,0,64,8,256,46297.6
1,0,0,1,0,64,8,256,133164.4
1,1,0,0,1,256,32,1024,135112.0
0,0,0,1,1,256,32,1024,46368.4
0,0,0,1,1,256,8,4096,46339.4
0,1,1,1,1,256,2,256,46692.8
0,1,0,1,0,128,8,1024,46356.0
1,1,1,1,1,256,32,4096,132021.2
1,1,1,0,1,128,32,1024,135219.0
0,0,1,0,0,128,8,4096,46163.2
0,1,1,0,1,256,2,1024,46256.8
0,0,0,1,0,256,32,1024,46419.0
1,0,0,0,1,128,32,256,133749.4
0,0,0,0,1,64,8,4096,46327.8
0,1,0,0,1,128,2,256,47040.2
