new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,2,1,1,1,1,1,0,0,1,122.666
2,1,3,0,1,0,1,0,1,1,46.298
4,1,2,0,0,1,1,0,1,1,24.374
2,3,3,0,0,0,1,0,0,0,97.86
2,2,3,1,1,1,1,0,0,1,66.262
3,2,1,1,1,0,1,1,1,1,43.39
2,2,1,0,0,0,1,0,0,1,69.99
4,3,3,0,1,1,0,0,0,0,46.1
2,2,1,1,0,1,1,0,1,0,59.592
1,3,1,0,1,0,0,1,0,1,180.746
3,2,3,0,1,0,0,1,0,1,49.448
4,1,3,0,1,0,1,1,0,0,25.004
2,2,1,1,0,0,1,0,1,1,59.754
4,1,3,1,1,1,1,1,1,1,23.416
4,2,1,1,0,1,1,0,0,1,34.118
3,2,1,1,1,1,0,0,1,0,37.578
2,3,3,0,1,0,1,1,1,0,87.774
2,1,1,1,1,0,1,0,0,0,42.304
4,2,2,1,0,1,0,1,0,0,34.324
2,3,1,1,0,0,0,1,0,1,91.51
3,1,2,0,1,1,0,1,1,0,33.232
4,3,1,0,1,1,1,1,0,0,52.318
1,2,1,0,1,1,0,0,0,0,121.358
4,1,3,1,0,0,0,1,1,0,23.766
3,1,2,1,1,0,1,0,1,1,29.488
2,1,2,1,1,0,1,0,0,0,42.778
2,2,2,1,0,0,1,1,1,0,63.506
4,1,2,1,1,0,1,1,0,0,23.02
1,2,2,1,0,0,0,0,0,1,116.638
1,1,3,1,0,1,0,1,1,0,88.234
2,2,2,1,0,1,1,1,1,1,63.176
2,3,2,0,1,1,1,1,1,0,87.52
3,3,3,1,0,1,1,1,1,1,59.254
2,2,2,1,0,0,0,1,0,0,67.508
3,2,1,0,1,0,0,0,0,0,44.888
4,1,2,1,1,1,0,0,0,0,22.626
3,2,2,0,1,1,0,0,1,1,39.83
1,3,1,1,1,0,1,1,1,0,157.32
4,1,2,0,0,0,1,1,1,0,25.284
4,3,2,1,0,0,1,1,0,0,50.338
2,3,1,0,0,0,0,1,0,1,96.284
2,3,1,0,1,1,1,1,0,1,103.722
4,2,2,0,1,1,0,1,1,0,31.462
2,2,3,0,0,1,0,1,0,1,71.732
4,1,2,1,0,1,1,1,0,1,23.932
4,2,2,1,1,0,1,1,0,1,36.126
4,3,1,0,1,1,0,0,0,0,45.066
3,3,2,1,0,1,1,1,1,0,59.422
3,2,3,0,0,0,0,1,0,0,49.8
2,3,2,1,1,0,1,1,1,1,84.43
1,1,3,0,0,0,0,1,1,0,93.868
2,3,2,0,1,1,0,1,1,0,80.06
2,2,1,1,0,1,1,1,1,1,63.2
2,3,2,1,1,1,1,1,1,0,84.156
1,3,3,1,1,0,0,0,1,1,136.484
2,1,1,1,0,1,1,0,1,1,43.84
1,3,1,1,0,1,0,0,1,0,137.124
3,2,3,1,1,1,1,0,1,1,41.736
4,2,2,1,1,1,0,1,1,1,30.12
3,3,1,1,0,1,1,1,0,0,71.706
1,1,3,0,0,1,0,0,1,0,86.902
4,2,3,1,0,1,1,1,1,0,32.054
3,3,3,0,1,1,1,0,0,0,70.202
2,1,3,0,0,0,1,1,1,1,50.566
3,3,2,0,0,0,0,0,1,0,52.198
2,1,3,0,0,1,0,0,1,1,46.356
4,2,3,0,1,0,0,0,1,0,31.098
2,1,3,1,0,1,1,0,0,0,44.616
4,3,2,1,0,1,0,0,1,0,37.932
4,1,2,0,0,0,1,0,0,0,24.51
1,3,1,0,0,0,0,0,0,1,165.306
3,3,1,1,1,0,1,1,0,1,70.774
4,2,2,0,1,1,1,0,0,0,35.906
3,2,2,0,1,1,0,0,1,0,40.216
4,3,1,0,0,0,0,1,1,1,40.958
4,3,2,0,0,0,1,0,1,1,43.378
1,3,2,0,0,0,0,1,1,0,153.46
3,2,3,1,0,0,1,1,0,1,50.63
2,2,2,1,1,1,0,1,0,1,67.058
3,3,1,1,0,0,0,0,0,0,57.95
4,3,1,1,1,0,0,1,1,0,38.954
4,1,2,1,1,0,1,0,0,1,22.486
2,2,2,0,0,0,0,1,1,0,63.146
1,1,1,1,0,0,0,0,1,0,80.744
4,3,3,1,0,0,1,1,1,1,43.176
3,3,1,0,0,1,0,0,1,0,51.492
3,1,3,1,1,0,0,0,0,1,30.138
1,1,1,1,1,0,0,0,0,1,78.356
3,2,1,1,0,1,1,1,0,1,51.058
1,3,2,0,0,1,1,0,1,0,156.372
4,1,3,0,0,1,0,1,0,1,25.41
3,1,2,0,0,0,0,1,0,1,34.108
1,1,3,0,0,0,0,0,1,0,86.496
1,1,3,0,0,0,0,1,0,0,93.922
3,2,1,0,1,0,1,1,0,0,53.272
1,1,1,1,0,0,0,1,0,1,88.944
4,1,2,0,1,0,0,0,0,1,23.924
1,1,3,1,1,1,0,0,1,1,79.862
2,2,1,0,1,0,0,0,0,1,64.338
1,1,1,1,0,1,1,0,1,0,81.566
