WindowSize,CompressionLevel,Performance
21,5,7.272
11,9,6.286
10,2,2.146
24,1,1.57
21,2,2.06
20,1,1.636
24,11,394.158
19,7,10.05
13,4,2.972
23,11,315.238
13,9,6.862
17,3,2.564
15,2,1.972
15,5,5.072
24,9,108.602
24,5,7.154
14,11,301.078
12,2,1.988
22,9,34.292
13,6,4.3
24,11,394.158
24,0,1.574
20,0,1.63
22,10,256.21
14,1,1.46
20,7,12.338
18,5,6.714
18,11,279.692
13,3,2.37
13,0,1.514
11,0,1.526
21,8,18.874
20,10,246.512
15,10,291.618
18,9,11.954
16,6,5.77
12,8,5.318
24,2,2.04
22,1,1.586
15,6,5.306
18,9,11.954
19,8,11.508
18,11,279.692
13,0,1.514
11,6,3.57
16,2,2.026
14,11,301.078
21,10,244.734
17,5,5.886
14,10,301.488
24,7,20.228
19,4,2.8
13,2,1.942
23,9,63.68
17,3,2.564
22,9,34.292
17,8,8.454
10,10,363.364
10,11,363.346
15,8,6.738
19,4,2.8
12,6,3.846
10,10,363.364
17,9,10.152
15,5,5.072
20,3,2.546
15,5,5.072
10,4,3.02
23,8,37.284
22,3,2.5
21,4,2.768
15,1,1.52
20,11,246.08
12,11,328.552
15,1,1.52
14,4,2.894
21,8,18.874
23,3,2.478
15,3,2.392
11,9,6.286
16,11,284.296
13,0,1.514
23,2,2.032
14,8,6.086
11,2,1.998
12,9,6.47
22,0,1.596
22,9,34.292
16,7,6.998
16,3,2.508
19,5,7.372
15,6,5.306
22,9,34.292
13,4,2.972
20,0,1.63
16,5,5.392
15,9,8.084
14,10,301.488
24,6,10.176
14,1,1.46
