topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,1000000,1,1,1,1000,1024,10000,2,0,0.00324780109567
2,10,2,10,10,1,1,1000,512,10000,5,29,0.137098059081
2,10,2,10,1,0,1,10,1024,10000,5,0,2.0
4,1,2,1000000,10,1,1,10,512,100,2,0,0.00619329114596
4,1,4,1000000,10,0,1000,10,1024,10000,2,0,2.0
4,10,2,10,1,0,1000,10,1024,100,2,29,0.566148244077
2,10,4,10,1,0,1000,1000,1024,100,2,0,2.0
4,10,2,10,10,0,1,10,1024,10000,2,0,2.0
2,10,2,10,1,0,1000,10,512,100,2,29,0.801860983219
4,1,4,1000000,10,1,1000,1000,1024,100,2,29,2.0
4,1,2,10,10,1,1000,1000,1024,10000,5,0,0.201480779418
2,1,2,10,1,0,1,1000,1024,100,2,0,2.0
4,1,4,10,10,0,1,10,512,10000,2,29,2.0
4,1,4,10,1,0,1,1000,512,10000,5,0,0.0146838738845
2,10,4,10,10,0,1000,10,1024,100,2,29,0.767050274872
2,10,4,1000000,1,1,1,1000,512,10000,5,0,0.00103357695246
4,10,2,10,1,1,1000,10,1024,10000,5,29,2.0
4,1,2,10,10,0,1000,1000,1024,100,5,29,2.0
4,10,4,1000000,10,1,1,10,512,100,2,0,2.0
4,10,4,1000000,1,0,1,1000,512,100,2,0,2.0
2,10,4,10,1,0,1000,1000,1024,10000,2,0,0.919360571286
4,10,2,1000000,10,0,1000,10,1024,100,2,0,0.000389463779188
4,1,2,1000000,10,1,1000,1000,1024,100,5,0,2.0
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,2.0
4,1,4,1000000,1,1,1,10,512,100,2,29,0.00190782781343
4,1,2,1000000,10,0,1000,1000,512,100,5,29,2.0
2,1,2,10,1,1,1000,10,1024,10000,2,0,2.0
4,1,4,10,10,1,1000,10,1024,100,2,0,0.459730670817
4,10,2,10,1,0,1000,10,512,100,2,0,0.615695935006
2,1,2,1000000,10,1,1,10,512,10000,2,0,2.0
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.000951871264518
4,10,2,10,1,1,1,10,1024,10000,2,0,2.0
4,1,2,1000000,1,0,1,1000,512,100,2,29,2.0
4,10,2,1000000,10,1,1000,10,512,10000,5,0,2.0
4,10,2,10,10,0,1000,1000,1024,100,2,29,2.0
4,10,4,1000000,10,0,1,10,512,10000,5,0,2.0
4,1,2,10,1,0,1000,1000,1024,100,2,0,2.0
2,1,4,10,1,1,1000,10,1024,10000,5,0,2.0
2,10,2,10,1,1,1,1000,512,10000,5,29,0.0147506001964
2,10,4,10,10,0,1000,1000,1024,100,2,29,2.0
2,1,2,10,1,1,1000,1000,1024,100,2,29,2.0
2,1,4,1000000,1,1,1,1000,1024,100,2,29,2.0
2,10,4,1000000,1,1,1,10,512,100,2,29,0.00249883228954
2,10,4,10,10,1,1000,1000,1024,100,5,0,2.0
4,1,4,1000000,10,0,1,1000,512,10000,2,29,0.00551785745898
2,1,2,10,10,1,1,10,512,100,5,0,0.139588720802
4,10,2,10,10,0,1,1000,1024,10000,2,0,0.141819286083
2,10,2,10,1,1,1000,1000,512,100,2,0,2.0
4,1,4,1000000,10,0,1000,10,512,10000,5,0,2.0
4,1,4,10,1,1,1000,10,512,100,2,29,0.732897297312
4,10,4,1000000,1,1,1,1000,512,10000,2,0,0.00237899728056
4,10,4,1000000,1,0,1000,10,512,100,5,0,2.0
4,10,2,1000000,1,1,1000,1000,1024,100,5,0,2.0
4,1,4,10,10,0,1,10,1024,10000,5,29,2.0
2,1,2,1000000,1,0,1,10,512,100,2,29,0.00127597049335
4,10,2,10,10,1,1000,1000,1024,100,2,0,2.0
4,1,4,10,1,0,1000,10,512,100,2,29,0.737934452974
4,1,2,1000000,10,1,1,1000,1024,10000,2,0,0.00514882010178
2,1,4,1000000,10,1,1,10,1024,10000,2,0,2.0
2,10,4,10,1,1,1000,1000,512,100,2,0,2.0
4,10,4,10,1,1,1,10,1024,100,5,0,0.0140288666195
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,2.0
4,1,2,1000000,1,0,1000,10,1024,100,5,29,2.0
4,10,2,10,10,1,1,10,512,10000,2,29,2.0
2,1,4,10,1,1,1000,10,1024,10000,2,0,2.0
4,1,2,1000000,10,1,1000,10,512,10000,5,0,2.0
4,10,4,10,1,0,1,1000,512,100,5,0,2.0
4,10,4,1000000,1,0,1,1000,1024,10000,2,0,0.00236537966591
2,1,2,1000000,10,0,1000,1000,512,10000,2,29,2.0
4,10,2,10,1,1,1000,10,512,100,5,0,0.198649677331
2,10,4,10,1,1,1,10,1024,10000,2,29,2.0
2,10,4,10,10,1,1000,10,512,100,5,29,0.338219333472
4,10,4,10,1,1,1,1000,512,10000,5,29,0.0141718515734
4,10,4,10,1,0,1000,10,1024,100,2,0,0.695608183097
2,1,2,10,10,1,1,1000,1024,100,2,0,2.0
2,10,4,10,10,0,1000,1000,512,100,2,0,2.0
2,1,4,1000000,10,1,1000,10,1024,100,5,0,2.0
2,1,4,1000000,1,0,1,1000,512,10000,5,29,0.000832036255537
2,10,2,10,10,0,1,10,512,10000,5,29,2.0
2,1,4,10,1,0,1,10,1024,100,2,0,0.0148908616273
4,1,2,1000000,1,0,1,1000,512,100,2,29,2.0
4,1,4,1000000,10,1,1,1000,512,100,5,29,2.0
4,1,4,10,1,0,1,1000,512,10000,2,29,0.0151700227278
2,10,4,10,1,1,1000,10,1024,100,5,29,0.297267080915
4,10,4,1000000,1,1,1,1000,512,10000,2,29,0.00234086795952
4,10,2,1000000,1,1,1000,10,512,10000,5,29,2.0
2,10,2,1000000,1,1,1,10,512,10000,2,29,2.0
4,10,4,10,10,1,1000,10,512,100,5,0,0.182422927705
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0.000783012842772
4,1,4,10,1,1,1,10,512,10000,2,29,2.0
2,10,2,10,1,1,1,1000,512,100,2,29,2.0
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.000607345613698
2,1,2,1000000,1,0,1,1000,512,100,2,29,2.0
2,10,4,10,10,1,1,1000,1024,100,5,0,2.0
2,10,4,1000000,10,1,1000,10,512,10000,2,29,2.0
4,10,2,1000000,1,0,1000,1000,1024,100,2,29,2.0
2,10,4,1000000,10,1,1000,1000,1024,100,2,0,2.0
4,10,2,10,1,0,1,10,1024,10000,2,29,2.0
2,10,4,10,10,1,1000,10,512,100,2,29,0.742085101921
4,10,4,1000000,10,1,1000,1000,1024,10000,2,0,0.000129367339241
