WindowSize,CompressionLevel,Performance
18,3,2.562
12,6,3.846
17,1,1.612
10,6,3.386
24,2,2.04
20,10,246.512
16,5,5.392
19,10,258.558
19,2,2.1
12,4,3.004
14,10,301.488
20,6,10.658
12,10,328.816
17,11,307.42
18,9,11.954
16,9,9.094
17,7,7.636
15,2,1.972
14,7,5.896
24,6,10.176
16,1,1.598
16,8,7.548
11,9,6.286
20,3,2.546
21,2,2.06
16,11,284.296
23,9,63.68
15,10,291.618
22,3,2.5
11,1,1.526
20,8,14.64
14,6,4.874
22,0,1.596
22,11,259.594
15,6,5.306
11,7,5.078
14,7,5.896
22,2,2.05
18,5,6.714
19,11,258.502
14,1,1.46
24,3,2.478
18,11,279.692
20,9,17.4
18,4,2.824
23,9,63.68
17,9,10.152
12,5,3.746
12,7,5.266
22,9,34.292
24,3,2.478
21,5,7.272
17,2,2.102
13,9,6.862
17,3,2.564
15,5,5.072
17,2,2.102
22,7,19.626
18,0,1.628
16,5,5.392
18,7,8.628
20,11,246.08
17,9,10.152
10,0,1.662
20,6,10.658
14,1,1.46
16,10,285.0
14,11,301.078
16,1,1.598
12,10,328.816
16,2,2.026
12,4,3.004
16,8,7.548
24,4,2.708
18,0,1.628
11,5,3.49
19,7,10.05
12,2,1.988
19,9,14.048
20,5,7.45
24,1,1.57
22,4,2.748
11,7,5.078
16,6,5.77
24,10,392.744
24,4,2.708
18,4,2.824
23,7,20.474
14,2,1.9
14,4,2.894
20,6,10.658
10,8,5.046
20,0,1.63
16,3,2.508
12,10,328.816
11,7,5.078
20,9,17.4
15,5,5.072
19,7,10.05
10,3,2.616
