new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
4,0,0,1,0,50,16,6,49626.4
2,1,1,1,0,20,2,2,17697.2
3,1,1,1,0,90,16,2,12280.0
5,1,0,1,1,70,32,2,9170.2
2,1,1,0,0,60,2,0,7424.0
4,0,0,0,0,70,32,2,8934.8
2,1,1,1,1,60,256,8,102608.2
5,1,1,0,0,70,4096,6,47510.2
1,0,0,0,0,30,2,6,73702.6
2,0,1,0,0,10,512,0,5747.0
1,0,0,0,0,100,2,4,13242.4
2,1,1,1,0,10,4096,2,17663.2
2,1,1,0,1,0,512,0,11417.2
3,1,1,0,0,50,2048,0,12092.6
2,1,1,1,1,40,2048,4,11925.0
2,0,1,0,0,100,2048,0,4660.8
1,1,0,1,0,20,2048,8,103666.6
5,0,0,0,1,90,512,2,9184.0
1,1,1,0,1,90,4,0,17779.0
2,1,0,0,1,40,1,0,11209.0
3,1,1,0,0,60,512,2,12110.0
3,0,0,0,1,60,1024,8,37896.0
1,1,1,1,1,30,32,0,17777.2
1,1,1,0,0,90,32,8,99540.4
2,1,1,0,1,100,512,4,4361.2
2,1,0,1,1,20,8,6,98894.8
4,1,0,0,0,90,16,4,13114.6
3,0,0,1,1,70,2048,10,48813.8
3,1,1,0,0,40,512,8,38019.2
3,0,0,0,1,20,16,10,48288.6
1,1,0,1,0,10,2048,10,105725.0
3,1,0,1,0,60,16,10,47898.4
3,1,1,1,1,50,1024,0,12117.4
1,1,0,0,0,0,128,2,17916.2
4,0,0,0,0,100,2,0,9537.6
1,0,1,0,1,80,128,0,17798.8
2,1,0,0,1,20,128,10,101237.4
3,0,0,1,0,20,512,2,12227.0
4,0,1,1,0,60,4,10,417534.2
5,0,1,1,0,10,2,6,47423.2
3,0,1,0,0,80,512,4,12165.2
2,1,1,0,0,60,1,4,14756.0
3,1,1,1,0,70,1024,0,12167.4
3,1,1,0,1,100,4096,0,12188.6
2,1,0,1,0,90,2048,10,102991.4
5,0,0,1,1,0,8,8,121868.4
5,0,0,0,0,100,2,6,47382.4
4,0,1,0,1,30,32,6,20242.4
3,0,1,1,1,10,8,4,12527.6
5,0,0,0,0,70,4096,8,121487.8
3,0,0,0,1,80,8,2,12515.8
1,1,1,0,0,50,2048,0,17718.4
5,0,0,1,1,90,256,0,9210.8
5,1,0,0,1,50,256,10,302556.2
5,1,1,0,0,80,2048,8,120866.6
3,1,1,1,1,70,1,4,14284.0
1,1,1,1,0,80,64,10,102972.6
1,1,1,0,0,90,512,0,17960.2
4,1,0,0,0,40,1024,2,8971.0
2,0,1,1,1,70,256,2,17667.4
4,1,1,1,0,40,64,6,49546.8
5,0,0,0,0,0,512,2,9201.2
1,1,1,1,1,50,64,2,17904.8
1,0,1,1,0,90,256,2,17701.2
5,0,1,1,0,0,4,6,47424.0
3,0,0,1,0,0,64,6,20650.6
2,1,0,0,1,40,4,8,81122.4
2,1,1,0,0,100,256,6,88444.0
3,1,1,1,0,90,1,6,18065.6
3,1,0,0,0,60,64,8,37853.6
2,1,1,0,1,100,16,0,4919.4
5,0,1,1,1,90,32,2,9208.2
4,0,0,0,0,40,4,8,51797.8
1,1,1,0,1,10,4096,2,17702.4
5,0,0,1,0,0,4096,2,9199.6
2,0,1,1,1,60,1,4,15209.2
4,1,1,0,0,40,16,6,20608.2
3,1,1,0,0,40,16,2,12254.6
3,0,0,0,1,20,512,4,12229.6
5,1,1,0,1,40,8,4,9132.8
4,0,0,0,0,10,2048,6,21484.4
3,1,0,0,0,20,32,0,12162.4
3,0,0,0,0,80,1024,2,12166.6
2,1,1,0,1,90,16,6,84147.6
4,0,1,1,0,20,2,4,43049.0
5,1,0,1,1,10,1,4,9179.0
3,0,1,0,1,50,1024,10,48648.0
1,1,0,1,1,70,16,0,17826.4
2,1,1,1,0,60,4096,0,17677.8
2,1,1,0,1,60,4096,10,101788.6
2,0,1,0,1,100,4096,10,101405.8
2,0,0,1,1,10,32,6,94008.0
4,0,0,1,0,20,1,6,48360.4
2,0,0,1,0,90,4096,2,17790.4
3,1,0,0,0,80,2048,0,12125.2
5,0,1,0,1,0,64,4,9215.0
4,1,1,1,0,20,32,0,35820.6
2,1,0,0,1,40,1024,6,89404.6
2,0,0,0,1,60,512,10,101673.6
5,1,1,0,1,70,1024,4,9205.8
