new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4,1,1,1,0,1,1,0,1,0,22.396
2,3,1,1,0,0,0,1,1,1,77.592
3,2,2,1,1,1,0,1,0,1,46.482
4,2,2,0,1,0,0,1,1,1,31.674
4,1,2,0,1,0,1,0,1,0,24.244
4,1,3,1,1,0,1,0,0,1,23.216
1,1,1,0,0,0,1,1,1,0,94.948
1,1,1,1,1,0,0,0,0,1,78.356
4,1,2,0,1,0,1,0,1,1,24.478
2,1,2,0,0,1,1,0,1,1,46.69
2,1,1,1,1,0,1,1,1,1,45.936
1,2,1,0,1,1,1,1,1,1,124.814
4,2,2,1,0,0,1,1,1,1,32.076
2,1,1,0,1,1,1,0,1,1,45.48
3,3,1,1,1,1,1,0,1,0,56.19
3,3,1,1,0,0,1,0,1,0,56.496
4,1,1,1,0,1,1,1,0,0,23.824
3,2,2,1,0,0,0,0,0,1,43.66
3,2,3,0,0,0,0,1,0,1,49.962
2,1,3,0,0,1,1,0,0,1,47.062
2,1,2,1,0,1,0,0,0,0,43.66
3,2,2,1,0,0,0,0,0,1,43.66
2,1,3,0,0,1,1,0,1,0,47.224
3,3,1,0,1,1,1,1,1,0,61.282
3,2,3,0,1,0,0,1,0,0,49.61
1,3,1,1,1,1,1,1,0,0,183.728
3,1,3,1,0,0,1,0,1,1,30.822
2,2,2,1,0,0,0,0,0,1,62.026
3,1,3,0,1,1,1,1,0,1,33.614
2,1,1,0,1,1,1,0,0,1,45.34
4,1,2,1,1,1,0,0,1,1,22.452
1,2,1,0,1,0,1,0,0,0,128.39
4,1,3,0,1,0,0,0,1,1,24.466
1,3,3,1,1,0,0,1,1,1,146.34
2,2,3,0,0,1,1,1,1,1,66.474
3,2,3,0,0,1,0,0,1,0,40.944
1,1,2,1,0,0,1,0,1,0,82.336
3,3,2,1,1,1,0,0,1,1,49.426
2,2,2,1,1,0,1,1,1,1,62.596
3,1,1,1,1,0,0,1,1,0,30.956
3,3,1,0,0,0,0,0,1,0,51.418
3,3,2,0,1,0,1,0,0,1,69.52
4,3,2,0,0,1,1,1,0,0,53.286
1,3,3,0,0,1,1,1,1,1,165.32
1,3,1,1,1,0,0,0,1,0,135.81
3,3,2,1,1,0,0,0,0,1,57.92
3,3,3,1,0,0,1,0,0,0,67.752
3,3,2,1,1,0,1,1,0,1,71.024
1,2,2,0,1,1,1,1,1,1,124.784
2,2,1,0,1,0,0,1,1,0,62.18
4,1,2,0,0,0,1,0,0,0,24.51
3,3,3,0,1,0,0,0,0,0,61.386
1,1,3,1,0,1,1,0,1,0,82.764
1,1,3,0,0,0,0,0,0,1,86.546
4,3,2,0,0,1,0,0,0,1,46.02
1,2,1,0,1,0,0,1,0,1,134.052
3,1,3,1,1,0,0,1,0,1,30.828
4,2,2,0,1,1,1,1,1,1,33.676
3,1,1,0,1,0,0,0,1,1,31.254
2,3,1,0,0,1,1,1,0,0,104.552
2,1,3,0,0,1,1,1,1,0,50.198
3,2,1,1,1,1,1,0,1,1,41.07
1,3,1,1,0,1,0,1,1,1,147.498
3,1,1,0,0,0,0,1,1,0,33.816
3,2,1,1,1,0,1,1,0,1,50.05
1,2,1,1,1,1,0,1,1,0,111.684
2,2,2,0,0,0,0,0,0,0,65.822
1,3,3,0,1,1,1,1,0,0,192.686
4,3,2,1,0,1,0,1,0,0,46.796
3,1,2,0,0,1,0,1,1,1,33.872
3,3,2,0,0,0,1,0,0,1,70.858
3,3,3,0,0,0,1,1,1,0,61.724
4,1,1,1,1,0,0,1,1,0,22.996
4,1,1,1,0,1,0,0,0,0,22.142
1,1,3,1,0,1,0,0,1,1,81.712
4,2,2,1,1,0,1,0,1,0,30.84
1,2,2,1,0,0,0,1,1,0,113.2
1,2,1,1,1,1,0,0,0,1,114.69
1,2,1,1,0,1,0,0,0,0,116.326
1,2,1,0,0,0,1,1,1,1,125.67
2,3,3,0,1,0,1,0,0,1,96.034
2,1,3,0,0,1,1,0,1,1,47.042
3,3,2,0,1,1,1,1,0,0,74.578
4,3,1,1,0,1,0,1,0,1,46.988
2,1,1,0,1,1,0,1,1,0,49.038
1,2,1,0,0,1,0,1,1,0,118.988
4,2,1,0,1,0,0,1,0,1,36.242
3,2,2,0,1,0,0,1,0,1,50.438
1,1,3,1,1,0,0,1,1,0,85.976
3,1,2,0,0,0,0,1,1,0,33.992
1,2,3,0,1,1,0,0,0,1,122.42
1,2,3,0,1,0,1,1,0,0,139.548
2,2,1,0,1,0,0,1,1,0,62.18
4,1,3,1,1,0,1,1,1,0,23.132
1,3,3,1,0,1,1,0,1,1,152.176
2,1,2,1,0,1,0,1,0,1,46.984
2,3,1,1,1,1,0,0,1,0,71.512
4,2,2,1,1,1,0,1,1,0,29.826
3,2,3,1,1,0,1,0,1,0,42.09
3,1,2,0,0,1,0,0,0,0,31.956
