fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,0,1,1,64,8,4096,46806.6
0,0,1,0,0,64,8,1024,46291.6
1,0,1,1,0,128,2,4096,131911.2
0,0,0,0,0,128,32,1024,46582.2
1,0,0,0,0,256,32,256,132823.0
1,0,1,0,0,256,32,4096,138631.4
1,0,1,1,0,256,2,1024,136959.4
1,1,0,0,1,64,8,4096,133183.8
0,0,1,0,0,128,2,256,46293.4
1,0,0,0,0,256,2,1024,134031.2
1,1,0,0,1,64,2,256,134110.6
0,1,1,0,0,64,2,256,46338.6
0,0,1,1,0,128,2,4096,46450.2
0,1,0,1,1,64,32,1024,46378.6
0,1,1,1,0,64,8,1024,46311.6
0,0,1,0,1,128,32,4096,46408.8
0,0,0,0,1,64,2,1024,46267.8
1,1,1,0,0,64,8,4096,130763.8
0,0,0,1,1,64,32,1024,46600.2
1,0,0,0,0,64,2,1024,131859.6
0,0,0,0,1,256,8,1024,46303.0
0,0,0,1,1,128,8,4096,46615.8
1,1,0,1,1,64,2,256,134107.4
1,1,1,1,0,64,8,256,133653.4
0,0,1,0,1,128,8,1024,46365.0
1,0,0,1,1,128,2,256,131667.8
1,0,1,1,1,256,32,1024,139302.2
1,0,1,0,0,128,32,256,135051.0
0,0,1,1,0,128,8,256,47257.2
1,1,1,1,1,128,32,4096,132082.4
0,1,0,0,1,256,32,4096,46104.2
1,0,1,1,1,128,32,1024,142199.6
0,1,0,1,0,128,8,256,46439.6
0,0,1,0,0,64,32,1024,46389.6
0,1,1,0,0,256,8,4096,46382.8
0,0,1,1,1,256,2,1024,47568.6
1,1,0,1,1,64,8,256,132419.2
1,1,0,0,0,128,8,1024,136315.0
0,1,1,1,1,256,32,256,46982.0
1,1,1,0,1,64,2,4096,131156.6
0,1,1,1,1,256,2,4096,46885.8
1,1,1,1,1,128,32,1024,130943.4
0,1,0,1,1,128,8,4096,46535.6
1,1,0,1,1,128,32,1024,129568.0
0,0,0,0,0,128,8,256,46204.0
0,0,1,1,1,256,32,1024,46821.8
1,1,1,1,1,128,32,4096,132082.4
0,0,0,0,1,128,2,256,47198.6
1,0,0,0,0,64,32,1024,135660.4
1,0,1,0,0,64,32,4096,135630.0
1,1,0,0,0,256,8,4096,133344.2
1,0,1,1,1,256,32,4096,139169.0
1,1,1,0,0,128,32,1024,132014.6
1,1,0,0,0,256,32,256,130682.8
0,0,0,1,1,128,32,1024,46258.4
1,1,1,1,1,256,8,1024,131012.4
1,1,0,0,1,256,32,4096,134608.6
1,1,1,1,1,64,8,256,131856.0
1,1,0,1,0,64,2,1024,139402.4
0,0,0,0,1,128,2,4096,46108.2
1,0,0,1,1,64,2,4096,133870.0
1,1,0,1,0,256,2,1024,133595.4
0,0,0,1,0,256,2,4096,46365.8
0,1,0,0,0,128,8,4096,46379.2
1,1,0,1,0,128,8,256,131542.8
1,1,1,0,0,64,8,256,130526.8
1,1,1,1,0,256,2,1024,129660.2
0,1,1,0,1,256,32,1024,46493.8
1,1,1,0,1,64,32,1024,130145.2
0,0,1,0,1,256,32,1024,45939.8
1,0,1,1,1,64,8,1024,142008.0
1,1,1,0,0,64,2,256,132226.4
1,0,1,1,0,128,32,256,140915.4
0,0,0,0,0,128,32,256,46255.0
1,0,1,0,1,64,2,4096,137289.0
0,1,1,1,0,128,32,4096,46612.8
1,1,1,0,0,128,2,256,136797.8
0,0,1,0,1,64,32,256,46132.4
0,1,1,0,1,128,8,4096,46460.8
1,0,1,1,1,256,2,1024,139540.2
0,1,0,0,0,256,8,4096,46102.0
1,1,1,0,0,64,2,1024,129472.0
1,0,1,1,1,64,8,1024,142008.0
1,0,0,0,1,256,32,256,135823.2
1,0,0,1,0,64,8,256,133164.4
1,1,0,0,1,64,2,256,134110.6
1,0,0,0,0,64,2,4096,132542.0
0,0,0,1,0,64,32,256,46298.4
0,0,1,1,0,64,32,1024,46819.6
1,1,1,1,0,256,32,256,131548.2
0,1,1,1,1,256,2,1024,46812.2
1,0,0,0,1,128,2,1024,135630.0
1,0,0,0,1,64,2,4096,132637.0
1,0,1,0,0,128,2,1024,137218.2
0,0,0,0,0,256,2,256,46207.6
0,1,0,0,0,128,32,4096,46197.8
0,0,1,0,1,64,8,1024,47386.4
0,1,1,0,1,256,32,4096,46447.8
0,0,1,0,1,64,8,4096,46345.6
0,1,0,1,1,64,32,256,46402.4
