new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,0,1,0,0,0,1024,0,166.8602
0,0,1,1,0,1,2048,0,337.4748
1,0,2,0,1,0,512,1,337.4748
0,2,2,0,1,0,1024,0,337.4748
1,0,2,0,1,0,512,9,337.4748
1,0,1,2,0,0,2048,9,337.4748
0,0,1,1,0,1,2048,9,337.4748
0,2,2,2,1,0,512,1,163.8384
0,1,2,1,1,0,512,1,337.4748
0,2,2,1,1,0,1024,1,166.458
0,2,1,2,1,1,2048,5,337.4748
1,0,2,1,1,1,4096,1,337.4748
1,2,1,0,0,0,2048,1,168.358
1,0,2,1,0,1,1024,5,337.4748
1,2,2,1,0,0,2048,9,166.1188
0,0,1,1,1,1,512,1,337.4748
0,0,2,0,1,1,2048,5,337.4748
0,0,1,2,1,1,4096,1,337.4748
0,0,2,2,1,0,512,1,337.4748
0,1,1,0,1,1,1024,0,32.7334
1,0,1,1,0,1,4096,5,337.4748
1,0,1,2,1,1,4096,5,337.4748
1,0,1,1,1,0,1024,0,337.4748
1,0,2,2,0,1,1024,0,164.182
1,0,2,1,0,1,4096,5,337.4748
1,0,1,1,1,1,1024,9,337.4748
0,0,1,0,1,1,4096,5,337.4748
1,1,1,0,1,1,4096,9,337.4748
0,2,1,1,1,1,1024,1,337.4748
0,1,1,0,1,1,2048,1,337.4748
0,0,1,1,0,0,2048,0,337.4748
0,0,2,2,0,1,4096,9,337.4748
0,1,2,1,0,0,1024,5,337.4748
1,1,2,1,0,0,4096,5,337.4748
1,0,1,2,0,0,1024,5,337.4748
0,1,2,1,1,0,4096,0,32.1888
0,2,1,1,0,0,512,5,337.4748
0,0,2,2,1,0,2048,5,337.4748
0,0,2,1,0,1,1024,0,165.681
0,0,1,2,1,1,1024,5,337.4748
1,2,2,1,0,0,512,9,164.1642
0,2,1,2,1,0,2048,9,337.4748
1,0,2,2,1,1,512,0,166.1112
1,1,2,2,1,1,1024,1,337.4748
1,2,2,1,0,0,4096,9,166.6352
1,2,2,0,1,1,512,5,163.3164
0,2,2,0,1,1,4096,5,165.733
1,1,2,2,0,0,1024,1,337.4748
0,1,2,0,0,1,2048,0,32.1222
1,2,1,2,0,0,1024,9,337.4748
0,0,1,0,0,1,512,1,337.4748
1,0,2,0,0,1,512,1,337.4748
1,0,1,0,0,0,1024,1,337.4748
0,1,1,1,0,1,4096,0,337.4748
1,2,2,0,0,0,4096,5,165.0282
0,0,2,1,1,0,4096,0,164.5762
0,2,2,2,1,1,4096,9,165.688
1,2,1,2,1,1,1024,9,337.4748
0,1,2,0,0,1,512,1,337.4748
1,1,2,0,1,0,512,5,337.4748
0,0,2,1,1,0,512,5,337.4748
1,1,1,2,0,1,4096,1,337.4748
0,1,1,0,0,0,4096,9,337.4748
1,0,1,2,0,1,4096,0,337.4748
1,0,1,0,1,0,1024,0,168.1436
0,1,1,0,0,1,4096,9,337.4748
1,2,1,2,1,1,1024,0,337.4748
0,0,2,0,0,0,2048,1,337.4748
0,2,1,1,1,0,4096,0,337.4748
0,0,2,2,0,1,512,0,165.7776
0,1,2,1,0,1,4096,1,337.4748
0,0,2,2,0,0,4096,0,167.2748
0,1,1,0,1,0,2048,5,337.4748
1,1,2,0,0,0,1024,0,31.2326
0,1,1,2,1,1,1024,0,337.4748
0,2,2,2,0,1,1024,5,164.4504
1,0,2,2,0,1,4096,5,337.4748
1,0,1,2,0,1,4096,9,337.4748
0,0,1,1,0,0,2048,1,337.4748
0,0,2,0,1,0,4096,5,337.4748
0,2,1,1,1,0,2048,1,337.4748
1,0,1,1,0,0,2048,5,337.4748
1,1,1,0,1,1,512,0,32.952
0,0,2,1,0,1,2048,5,337.4748
1,1,2,0,1,0,4096,0,31.8582
1,2,2,2,0,1,1024,9,165.0296
0,0,2,2,1,1,4096,0,165.2914
0,0,2,2,1,1,1024,5,337.4748
0,2,1,0,0,1,2048,9,166.8372
0,1,1,0,1,0,2048,1,337.4748
0,0,1,2,0,0,2048,0,337.4748
0,2,1,0,1,1,512,1,166.5828
0,2,2,2,1,1,4096,0,337.4748
0,2,2,2,0,1,1024,1,164.1594
1,0,1,1,1,1,2048,5,337.4748
1,1,2,2,1,1,512,5,337.4748
1,0,1,2,1,1,1024,9,337.4748
1,0,2,2,1,1,2048,0,164.7156
0,2,1,1,0,0,2048,0,337.4748
1,1,2,0,0,0,2048,1,337.4748
