topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,10,10,1,1000,1000,1024,10000,2,0,0.54452211024
2,1,2,10,1,0,1000,1000,1024,100,2,29,2.0
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.000607345613698
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.522503789101
4,10,2,10,10,1,1000,10,1024,10000,2,0,2.0
4,1,2,1000000,1,1,1000,10,512,10000,2,0,2.0
2,1,2,1000000,10,0,1,10,1024,100,2,29,2.0
2,1,4,10,1,1,1,10,512,100,2,0,0.014664809224
4,1,4,10,10,1,1,1000,512,10000,2,0,0.145555959545
4,10,4,10,10,0,1,10,1024,100,2,29,0.143837416575
2,1,4,1000000,1,0,1000,1000,512,100,2,0,2.0
2,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.000998171154352
2,1,4,1000000,10,1,1000,1000,512,10000,2,29,2.0
2,10,2,1000000,10,0,1000,10,1024,100,2,0,2.0
4,1,2,1000000,1,0,1,10,512,10000,2,29,2.0
4,10,4,1000000,1,1,1,1000,1024,100,5,0,2.0
2,1,2,10,1,1,1,1000,1024,100,2,29,2.0
4,10,4,1000000,1,0,1,1000,512,100,5,0,2.0
2,10,2,1000000,10,0,1,10,1024,10000,2,29,2.0
2,10,2,10,1,1,1000,10,512,100,5,0,0.283799260019
4,1,2,10,10,0,1000,10,512,100,2,0,0.525837381169
4,10,4,1000000,10,0,1,10,1024,10000,5,29,2.0
2,10,2,10,1,1,1000,10,512,10000,2,29,2.0
4,10,2,10,10,0,1,10,1024,100,2,0,0.143605917126
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.000128005577775
4,10,4,1000000,10,1,1,10,1024,10000,5,0,2.0
4,1,2,1000000,10,0,1,1000,1024,10000,5,0,0.0
4,10,4,10,1,1,1,10,512,100,2,29,0.0145899123434
4,10,4,10,1,0,1000,1000,512,10000,5,29,0.216247720752
4,10,2,1000000,1,1,1,1000,512,100,2,29,2.0
2,1,2,10,1,1,1,10,1024,100,2,0,0.0149058410035
2,1,2,1000000,1,0,1000,1000,1024,100,5,0,2.0
4,10,4,10,10,0,1000,10,1024,100,2,29,0.402449536524
2,1,2,10,10,0,1,10,512,100,2,0,0.150621712197
2,1,4,10,1,0,1000,1000,1024,100,2,0,2.0
4,1,4,10,1,1,1000,1000,512,10000,2,29,0.746514911969
4,10,2,10,10,0,1,1000,1024,10000,5,29,0.0804869114297
4,10,2,1000000,1,1,1,10,512,10000,5,29,2.0
2,10,4,10,10,1,1,10,512,10000,2,29,2.0
4,1,2,10,1,0,1000,10,512,100,5,29,0.22337245674
4,10,2,10,10,1,1,1000,512,100,5,0,2.0
4,1,2,1000000,10,0,1000,1000,512,10000,2,29,2.0
4,10,4,10,10,1,1,10,1024,10000,5,0,2.0
2,10,4,1000000,1,1,1,10,512,100,2,29,0.00249883228954
4,1,4,1000000,1,1,1,10,512,100,5,0,0.000804801026223
4,10,2,10,10,0,1,1000,512,100,2,0,2.0
2,1,2,10,10,0,1,1000,1024,100,5,29,2.0
4,10,2,1000000,10,1,1000,1000,1024,100,2,29,2.0
2,1,2,10,10,1,1,10,512,10000,2,29,2.0
4,1,4,10,10,0,1000,1000,512,100,2,29,2.0
4,10,4,10,1,0,1000,10,512,10000,5,29,2.0
2,1,2,10,1,1,1000,1000,1024,100,2,0,2.0
2,10,2,10,1,1,1000,1000,512,10000,2,0,0.785892968272
2,1,2,1000000,10,1,1,1000,512,100,2,0,2.0
4,10,4,10,1,0,1,1000,512,10000,5,29,0.0143679452245
2,10,2,1000000,1,0,1,10,1024,10000,5,29,2.0
4,10,4,1000000,10,1,1,1000,1024,100,5,29,2.0
2,10,4,10,1,0,1,1000,512,10000,2,29,0.0150283995354
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,4,1000000,10,1,1000,10,1024,10000,5,29,2.0
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,2.0
4,1,2,1000000,10,1,1000,10,512,100,5,29,2.0
4,10,2,1000000,10,1,1000,10,1024,100,2,29,2.0
4,10,4,10,1,0,1,10,1024,100,2,0,0.0146525533708
4,1,4,10,10,0,1000,1000,1024,100,2,29,2.0
2,10,4,10,10,0,1,1000,512,10000,2,0,0.150037516528
2,1,4,10,1,0,1000,10,1024,100,5,29,0.37289114215
2,1,4,1000000,1,0,1,10,1024,10000,2,0,2.0
4,1,2,10,1,0,1,1000,512,10000,5,0,0.0146021681966
2,10,4,10,10,0,1000,1000,1024,100,2,0,2.0
4,1,4,1000000,10,1,1,1000,512,10000,5,29,2.0
2,10,4,1000000,10,1,1000,1000,1024,100,2,0,2.0
4,1,2,10,10,0,1,1000,1024,10000,2,0,0.145475615618
4,1,4,10,1,1,1,1000,1024,10000,2,29,0.0148949469117
2,10,2,1000000,1,0,1,1000,512,100,5,29,2.0
2,1,2,10,10,0,1000,1000,1024,10000,2,29,0.73836749312
4,1,4,10,10,1,1,1000,512,100,2,0,2.0
4,10,4,10,10,0,1,10,1024,100,5,0,0.0760189720607
4,1,4,10,10,0,1000,1000,512,10000,5,29,0.178547354574
4,10,4,10,1,0,1000,10,512,10000,5,29,2.0
2,1,2,1000000,1,0,1,1000,1024,10000,2,29,0.00136857027302
2,10,4,1000000,1,0,1,10,512,100,2,0,0.00243891478505
4,1,2,10,1,0,1000,10,1024,10000,2,0,2.0
2,10,2,1000000,1,1,1000,10,512,100,2,29,0.00014843199976
2,1,2,1000000,10,0,1,10,512,100,5,29,2.0
4,10,4,10,10,1,1,1000,512,10000,5,29,0.0782849431396
2,10,2,1000000,10,0,1,10,1024,100,5,0,2.0
4,10,2,10,1,0,1,10,512,100,5,29,0.014468715573
2,1,4,1000000,1,0,1000,1000,512,100,2,29,2.0
2,10,4,1000000,1,1,1,1000,512,100,2,29,2.0
4,10,4,10,10,0,1000,10,1024,100,2,29,0.402449536524
2,10,2,10,10,0,1000,10,1024,10000,2,0,2.0
2,1,2,10,1,0,1,1000,1024,10000,2,29,0.0150392936271
4,10,4,10,1,1,1,10,1024,10000,5,29,2.0
2,10,4,10,10,1,1,1000,512,10000,2,29,0.149799208272
4,10,4,1000000,10,0,1000,1000,512,100,5,29,2.0
4,1,2,10,1,1,1,10,1024,10000,5,29,2.0
2,10,2,1000000,1,1,1000,1000,512,100,5,0,2.0
2,10,2,1000000,1,0,1,10,1024,100,2,0,0.00257509093162
2,10,2,1000000,1,1,1000,1000,1024,100,5,0,2.0
