WindowSize,CompressionLevel,Performance
10.0,11.0,363.346
24.0,11.0,394.158
10.0,7.0,4.874
10.0,5.0,3.306
10.0,10.0,363.364
11.0,5.0,3.49
10.0,8.0,5.046
10.0,1.0,1.666
10.0,9.0,6.246
10.0,7.0,4.874
16.0,1.0,1.598
16.0,3.0,2.508
16.0,9.0,9.094
24.0,1.0,1.57
24.0,2.0,2.04
12.0,1.0,1.542
19.0,1.0,1.604
12.0,10.0,328.816
12.0,6.0,3.846
22.0,1.0,1.586
12.0,0.0,1.528
18.0,0.0,1.628
24.0,0.0,1.574
22.0,0.0,1.596
13.0,0.0,1.514
13.0,0.0,1.514
13.0,7.0,5.554
13.0,0.0,1.514
15.0,0.0,1.534
22.0,0.0,1.596
21.0,0.0,1.604
16.0,0.0,1.59
13.0,1.0,1.514
13.0,8.0,5.62
15.0,0.0,1.534
22.0,11.0,259.594
22.0,10.0,256.21
22.0,5.0,7.198
13.0,5.0,4.128
13.0,1.0,1.514
10.0,1.0,1.666
18.0,1.0,1.63
13.0,8.0,5.62
12.0,1.0,1.542
19.0,1.0,1.604
16.0,1.0,1.598
13.0,1.0,1.514
11.0,1.0,1.526
17.0,1.0,1.612
13.0,1.0,1.514
10.0,6.0,3.386
24.0,6.0,10.176
22.0,6.0,10.266
10.0,8.0,5.046
10.0,8.0,5.046
10.0,6.0,3.386
15.0,6.0,5.306
10.0,6.0,3.386
10.0,6.0,3.386
10.0,9.0,6.246
19.0,6.0,9.336
12.0,1.0,1.542
12.0,3.0,2.426
12.0,2.0,1.988
12.0,1.0,1.542
12.0,11.0,328.552
12.0,0.0,1.528
12.0,3.0,2.426
12.0,7.0,5.266
12.0,4.0,3.004
12.0,4.0,3.004
20.0,0.0,1.63
14.0,0.0,1.472
13.0,0.0,1.514
14.0,9.0,7.404
10.0,0.0,1.662
14.0,4.0,2.894
23.0,0.0,1.556
14.0,2.0,1.9
12.0,0.0,1.528
14.0,7.0,5.896
15.0,0.0,1.534
14.0,6.0,4.874
14.0,8.0,6.086
14.0,6.0,4.874
14.0,6.0,4.874
14.0,0.0,1.472
17.0,0.0,1.606
22.0,0.0,1.596
10.0,0.0,1.662
14.0,10.0,301.488
17.0,0.0,1.606
14.0,5.0,4.678
14.0,0.0,1.472
18.0,0.0,1.628
17.0,0.0,1.606
14.0,2.0,1.9
14.0,1.0,1.46
11.0,1.0,1.526
15.0,1.0,1.52
