new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.546
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.546
2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,77.592
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.546
2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,72.546
2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,72.262
2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,83.504
2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,72.262
2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,72.262
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,72.262
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,42.918
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.624
4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,28.39
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,23.984
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.614
4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.948
4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.614
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.226
4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,41.344
4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.614
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.226
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,42.97
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.226
1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,135.862
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.226
3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,49.338
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.226
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,37.484
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.452
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,22.622
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.488
4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,28.574
4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,22.248
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,23.018
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.39
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,37.176
4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,23.39
