fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,128.0,2.0,4096.0,46368.8
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,8.0,4096.0,46102.0
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,256.0,46440.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,64.0,2.0,4096.0,46154.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
1.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,133927.6
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,1.0,0.0,256.0,2.0,4096.0,47670.8
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,1024.0,46248.8
1.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,133927.6
0.0,1.0,0.0,0.0,1.0,256.0,2.0,4096.0,46310.8
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,46208.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,46208.0
0.0,0.0,1.0,0.0,0.0,128.0,8.0,1024.0,46245.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,46208.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,4096.0,46245.8
0.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,46208.0
1.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,130750.8
0.0,0.0,0.0,0.0,0.0,128.0,8.0,1024.0,46208.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
1.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,133984.8
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,4096.0,46245.8
0.0,0.0,0.0,1.0,0.0,128.0,8.0,256.0,46366.6
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
0.0,1.0,0.0,0.0,0.0,128.0,8.0,256.0,46318.0
0.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,46204.0
0.0,0.0,0.0,0.0,0.0,128.0,2.0,256.0,46236.8
0.0,1.0,0.0,0.0,0.0,128.0,32.0,4096.0,46197.8
0.0,1.0,1.0,0.0,0.0,128.0,32.0,4096.0,46145.8
0.0,1.0,1.0,0.0,0.0,128.0,32.0,4096.0,46145.8
1.0,1.0,1.0,0.0,0.0,128.0,32.0,4096.0,128492.6
0.0,1.0,0.0,0.0,0.0,128.0,32.0,4096.0,46197.8
0.0,1.0,1.0,0.0,0.0,256.0,32.0,4096.0,46191.2
0.0,1.0,1.0,0.0,0.0,128.0,2.0,4096.0,46235.8
1.0,1.0,1.0,0.0,0.0,128.0,32.0,4096.0,128492.6
0.0,1.0,1.0,1.0,0.0,128.0,32.0,4096.0,46612.8
0.0,1.0,1.0,0.0,0.0,128.0,32.0,4096.0,46145.8
0.0,1.0,1.0,1.0,0.0,128.0,32.0,4096.0,46612.8
0.0,1.0,1.0,0.0,0.0,128.0,8.0,4096.0,46157.6
0.0,1.0,0.0,0.0,1.0,256.0,2.0,4096.0,46310.8
