topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143605917126
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143605917126
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,10.0,2.0,10.0,10.0,1.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0814837208226
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0896202455801
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.201600614427
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000814333356483
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000814333356483
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000814333356483
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000814333356483
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0025641968399
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,2.0,0.0,0.00247568234463
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,1.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.002421211886
2.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.180272706351
2.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,29.0,0.285698917263
2.0,1.0,4.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.373795351763
2.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.180272706351
2.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.180272706351
2.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.304670978003
2.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0150175054436
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146117005269
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145722094444
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145722094444
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145722094444
4.0,1.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.235193908024
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0144142451143
4.0,10.0,2.0,10.0,1.0,1.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145599535912
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0144142451143
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.014527271316
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0144823331876
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0143025806742
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.0146280416645
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,2.0,29.0,0.0148595411136
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,2.0,29.0,0.0148595411136
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.0146580004167
4.0,1.0,4.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.0146008064351
4.0,1.0,4.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000832036255537
4.0,1.0,4.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000832036255537
4.0,1.0,4.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000832036255537
4.0,1.0,4.0,1000000.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000864718530714
4.0,1.0,4.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000832036255537
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000684966017243
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143605917126
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143605917126
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,7.35351191473e-05
