new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,47.678
4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,50.81
4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50.028
4.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,47.678
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.38
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,37.926
4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,37.926
3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.068
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,37.192
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,37.192
4.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,41.596
4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,37.192
4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36.978
4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,36.92
4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,36.92
4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36.978
4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,37.176
4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,36.978
4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.614
4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,37.176
4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,36.92
4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,40.79
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.068
4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.906
4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,30.204
4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.906
4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,22.168
4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,23.536
4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,21.906
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,21.772
4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,23.416
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,21.772
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,21.772
4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,40.78
4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.238
4.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,23.238
