fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1.0,1.0,0.0,1.0,1.0,64.0,32.0,256.0,135693.6
1.0,1.0,0.0,1.0,1.0,64.0,32.0,256.0,135693.6
1.0,1.0,1.0,1.0,1.0,64.0,32.0,256.0,132168.8
1.0,1.0,1.0,1.0,1.0,64.0,2.0,256.0,128684.6
1.0,1.0,1.0,1.0,1.0,64.0,2.0,256.0,128684.6
1.0,1.0,1.0,1.0,1.0,64.0,2.0,256.0,128684.6
1.0,1.0,1.0,1.0,1.0,64.0,2.0,4096.0,132912.2
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,128.0,2.0,256.0,130797.6
1.0,1.0,1.0,1.0,1.0,64.0,2.0,256.0,128684.6
1.0,1.0,1.0,0.0,1.0,64.0,2.0,256.0,132282.6
1.0,0.0,1.0,1.0,1.0,64.0,2.0,256.0,135234.0
1.0,1.0,1.0,1.0,1.0,64.0,2.0,256.0,128684.6
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,0.0,1.0,1.0,0.0,64.0,8.0,256.0,141618.4
1.0,1.0,1.0,1.0,0.0,64.0,8.0,256.0,133653.4
1.0,1.0,1.0,1.0,0.0,64.0,8.0,256.0,133653.4
1.0,1.0,1.0,1.0,0.0,64.0,8.0,256.0,133653.4
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,32.0,256.0,132168.8
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,32.0,256.0,132168.8
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,8.0,256.0,131856.0
1.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,130401.6
1.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,130401.6
1.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,130401.6
1.0,1.0,1.0,1.0,1.0,64.0,32.0,4096.0,131409.8
0.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,46753.4
1.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,130401.6
0.0,1.0,1.0,1.0,1.0,64.0,8.0,4096.0,46753.4
0.0,1.0,1.0,1.0,1.0,128.0,8.0,4096.0,46800.8
0.0,1.0,1.0,1.0,1.0,64.0,32.0,4096.0,46849.4
0.0,1.0,1.0,0.0,1.0,64.0,8.0,4096.0,46694.0
0.0,1.0,1.0,0.0,0.0,64.0,8.0,4096.0,46121.6
0.0,1.0,1.0,0.0,0.0,64.0,8.0,4096.0,46121.6
0.0,1.0,1.0,0.0,0.0,64.0,2.0,4096.0,46357.8
0.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,45922.8
0.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,45922.8
0.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,45922.8
0.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,45922.8
0.0,1.0,1.0,0.0,0.0,128.0,8.0,256.0,46214.6
0.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,45922.8
0.0,1.0,1.0,0.0,0.0,256.0,8.0,256.0,46092.0
0.0,1.0,1.0,0.0,0.0,64.0,8.0,1024.0,46317.8
0.0,1.0,1.0,1.0,0.0,64.0,8.0,256.0,46687.4
1.0,1.0,1.0,0.0,0.0,64.0,8.0,256.0,130526.8
0.0,1.0,1.0,0.0,0.0,256.0,8.0,256.0,46092.0
1.0,0.0,1.0,0.0,0.0,128.0,2.0,256.0,135048.6
1.0,0.0,1.0,0.0,0.0,128.0,2.0,256.0,135048.6
1.0,0.0,0.0,0.0,0.0,128.0,2.0,256.0,133624.8
1.0,0.0,0.0,0.0,0.0,128.0,2.0,256.0,133624.8
1.0,0.0,0.0,0.0,0.0,128.0,2.0,256.0,133624.8
1.0,0.0,0.0,0.0,0.0,256.0,2.0,256.0,135069.0
1.0,0.0,0.0,0.0,0.0,128.0,2.0,256.0,133624.8
1.0,0.0,0.0,0.0,0.0,128.0,8.0,256.0,133984.8
