fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1.0,0.0,0.0,0.0,0.0,128.0,2.0,1024.0,131468.0
1.0,0.0,0.0,0.0,0.0,128.0,2.0,1024.0,131468.0
1.0,0.0,1.0,0.0,0.0,128.0,2.0,1024.0,137218.2
0.0,0.0,0.0,0.0,0.0,128.0,2.0,1024.0,46169.2
0.0,0.0,0.0,0.0,1.0,128.0,2.0,1024.0,46113.2
0.0,0.0,0.0,0.0,1.0,128.0,2.0,1024.0,46113.2
0.0,0.0,0.0,0.0,1.0,128.0,2.0,256.0,47198.6
0.0,0.0,0.0,0.0,1.0,128.0,32.0,1024.0,46299.2
0.0,0.0,0.0,0.0,1.0,128.0,2.0,1024.0,46113.2
0.0,0.0,0.0,0.0,0.0,128.0,2.0,1024.0,46169.2
0.0,0.0,0.0,0.0,1.0,128.0,32.0,1024.0,46299.2
0.0,0.0,0.0,1.0,1.0,128.0,2.0,1024.0,46407.8
0.0,0.0,0.0,0.0,1.0,128.0,2.0,1024.0,46113.2
0.0,0.0,0.0,0.0,1.0,128.0,2.0,1024.0,46113.2
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
1.0,0.0,0.0,0.0,1.0,64.0,2.0,1024.0,132218.0
1.0,0.0,0.0,0.0,1.0,64.0,8.0,1024.0,134427.4
1.0,0.0,0.0,0.0,1.0,64.0,2.0,1024.0,132218.0
1.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,130366.8
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
1.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,130366.8
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
0.0,0.0,0.0,0.0,1.0,256.0,2.0,1024.0,46354.2
