WindowSize,CompressionLevel,Performance
11.0,3.0,2.476
11.0,1.0,1.526
11.0,10.0,343.594
11.0,0.0,1.526
11.0,3.0,2.476
20.0,1.0,1.636
11.0,3.0,2.476
11.0,4.0,3.04
11.0,1.0,1.526
11.0,5.0,3.49
24.0,1.0,1.57
11.0,0.0,1.526
11.0,10.0,343.594
11.0,8.0,5.042
10.0,8.0,5.046
13.0,8.0,5.62
11.0,2.0,1.998
11.0,2.0,1.998
11.0,3.0,2.476
11.0,7.0,5.078
11.0,9.0,6.286
11.0,8.0,5.042
10.0,2.0,2.146
19.0,2.0,2.1
13.0,2.0,1.942
13.0,1.0,1.514
13.0,7.0,5.554
20.0,1.0,1.636
13.0,3.0,2.37
12.0,1.0,1.542
13.0,7.0,5.554
14.0,1.0,1.46
21.0,1.0,1.598
19.0,1.0,1.604
18.0,1.0,1.63
17.0,1.0,1.612
14.0,11.0,301.078
14.0,10.0,301.488
14.0,7.0,5.896
13.0,1.0,1.514
24.0,1.0,1.57
14.0,4.0,2.894
16.0,2.0,2.026
22.0,2.0,2.05
20.0,2.0,2.088
16.0,10.0,285.0
18.0,2.0,2.094
14.0,2.0,1.9
10.0,2.0,2.146
14.0,7.0,5.896
14.0,3.0,2.302
13.0,2.0,1.942
14.0,0.0,1.472
14.0,10.0,301.488
14.0,10.0,301.488
16.0,0.0,1.59
11.0,0.0,1.526
13.0,0.0,1.514
14.0,0.0,1.472
16.0,0.0,1.59
14.0,3.0,2.302
14.0,1.0,1.46
12.0,1.0,1.542
14.0,6.0,4.874
14.0,8.0,6.086
14.0,0.0,1.472
13.0,1.0,1.514
14.0,11.0,301.078
14.0,4.0,2.894
19.0,1.0,1.604
15.0,1.0,1.52
14.0,4.0,2.894
13.0,1.0,1.514
13.0,10.0,313.652
13.0,10.0,313.652
16.0,1.0,1.598
14.0,1.0,1.46
20.0,1.0,1.636
14.0,8.0,6.086
20.0,1.0,1.636
14.0,7.0,5.896
13.0,1.0,1.514
14.0,5.0,4.678
17.0,1.0,1.612
14.0,9.0,7.404
14.0,6.0,4.874
20.0,1.0,1.636
22.0,0.0,1.596
22.0,5.0,7.198
22.0,10.0,256.21
22.0,0.0,1.596
22.0,11.0,259.594
22.0,4.0,2.748
22.0,8.0,25.432
23.0,0.0,1.556
17.0,0.0,1.606
23.0,2.0,2.032
15.0,0.0,1.534
11.0,0.0,1.526
11.0,0.0,1.526
