WindowSize,CompressionLevel,Performance
12.0,3.0,2.426
12.0,5.0,3.746
12.0,7.0,5.266
14.0,3.0,2.302
16.0,3.0,2.508
14.0,7.0,5.896
14.0,0.0,1.472
23.0,0.0,1.556
14.0,5.0,4.678
14.0,1.0,1.46
17.0,1.0,1.612
14.0,10.0,301.488
20.0,1.0,1.636
14.0,3.0,2.302
20.0,1.0,1.636
16.0,1.0,1.598
15.0,1.0,1.52
13.0,1.0,1.514
17.0,1.0,1.612
13.0,1.0,1.514
19.0,9.0,14.048
15.0,9.0,8.084
11.0,9.0,6.286
10.0,9.0,6.246
21.0,9.0,23.614
10.0,3.0,2.616
14.0,3.0,2.302
14.0,6.0,4.874
14.0,9.0,7.404
16.0,3.0,2.508
14.0,4.0,2.894
14.0,11.0,301.078
19.0,3.0,2.552
14.0,2.0,1.9
14.0,4.0,2.894
18.0,2.0,2.094
14.0,1.0,1.46
12.0,1.0,1.542
18.0,1.0,1.63
15.0,1.0,1.52
15.0,1.0,1.52
13.0,1.0,1.514
14.0,5.0,4.678
14.0,3.0,2.302
24.0,1.0,1.57
14.0,1.0,1.46
21.0,1.0,1.598
22.0,4.0,2.748
11.0,4.0,3.04
14.0,4.0,2.894
22.0,0.0,1.596
24.0,0.0,1.574
24.0,3.0,2.478
24.0,4.0,2.708
17.0,0.0,1.606
10.0,0.0,1.662
17.0,0.0,1.606
24.0,0.0,1.574
24.0,2.0,2.04
11.0,0.0,1.526
11.0,6.0,3.57
11.0,7.0,5.078
11.0,0.0,1.526
11.0,7.0,5.078
11.0,4.0,3.04
11.0,11.0,343.996
11.0,7.0,5.078
11.0,0.0,1.526
11.0,9.0,6.286
21.0,0.0,1.604
24.0,9.0,108.602
24.0,0.0,1.574
12.0,0.0,1.528
18.0,0.0,1.628
11.0,0.0,1.526
19.0,0.0,1.614
22.0,0.0,1.596
11.0,9.0,6.286
14.0,0.0,1.472
23.0,0.0,1.556
16.0,0.0,1.59
10.0,0.0,1.662
14.0,2.0,1.9
14.0,0.0,1.472
14.0,10.0,301.488
14.0,2.0,1.9
22.0,0.0,1.596
21.0,0.0,1.604
13.0,0.0,1.514
20.0,9.0,17.4
20.0,9.0,17.4
21.0,9.0,23.614
15.0,9.0,8.084
15.0,9.0,8.084
19.0,9.0,14.048
15.0,3.0,2.392
15.0,10.0,291.618
20.0,3.0,2.546
15.0,3.0,2.392
15.0,2.0,1.972
