new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93.892
2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.612
2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.612
2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.116
2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.612
2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.116
2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,49.876
2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.946
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.466
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.466
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.346
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.148
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.148
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.874
4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.864
4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.874
4.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,23.396
4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.312
4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.312
4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43.108
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,78.16
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.984
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.018
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,42.47
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.636
1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,94.918
1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,88.866
1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,88.966
1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.254
1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94.054
1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94.054
1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.254
1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.254
1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.254
1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.206
1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,88.836
1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88.206
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.452
4.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.6
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.452
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.452
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.452
4.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.038
4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.672
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.452
4.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.196
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.362
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.362
4.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,23.858
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.362
2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46.674
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.71
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.362
4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.362
4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.49
3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,31.382
4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,34.324
4.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.002
4.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,23.534
4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.082
4.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.002
4.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.524
