WindowSize,CompressionLevel,Performance
12.0,6.0,3.846
12.0,0.0,1.528
12.0,4.0,3.004
12.0,10.0,328.816
12.0,2.0,1.988
10.0,0.0,1.662
14.0,0.0,1.472
14.0,1.0,1.46
16.0,1.0,1.598
15.0,1.0,1.52
23.0,1.0,1.572
14.0,1.0,1.46
13.0,1.0,1.514
17.0,1.0,1.612
14.0,11.0,301.078
17.0,1.0,1.612
17.0,1.0,1.612
14.0,6.0,4.874
15.0,3.0,2.392
24.0,3.0,2.478
24.0,3.0,2.478
15.0,3.0,2.392
15.0,11.0,292.192
23.0,3.0,2.478
15.0,3.0,2.392
15.0,2.0,1.972
15.0,2.0,1.972
15.0,11.0,292.192
17.0,2.0,2.102
19.0,2.0,2.1
16.0,2.0,2.026
12.0,2.0,1.988
15.0,6.0,5.306
22.0,2.0,2.05
15.0,8.0,6.738
15.0,7.0,6.39
10.0,3.0,2.616
15.0,3.0,2.392
24.0,3.0,2.478
15.0,2.0,1.972
24.0,2.0,2.04
12.0,2.0,1.988
20.0,2.0,2.088
15.0,1.0,1.52
10.0,1.0,1.666
15.0,1.0,1.52
15.0,3.0,2.392
12.0,1.0,1.542
15.0,11.0,292.192
21.0,1.0,1.598
15.0,7.0,6.39
21.0,1.0,1.598
15.0,1.0,1.52
20.0,1.0,1.636
19.0,11.0,258.502
21.0,11.0,244.72
21.0,8.0,18.874
11.0,8.0,5.042
10.0,8.0,5.046
10.0,8.0,5.046
22.0,8.0,25.432
11.0,0.0,1.526
11.0,7.0,5.078
17.0,0.0,1.606
24.0,0.0,1.574
11.0,11.0,343.996
11.0,9.0,6.286
13.0,0.0,1.514
15.0,0.0,1.534
13.0,2.0,1.942
13.0,9.0,6.862
13.0,3.0,2.37
10.0,0.0,1.662
12.0,0.0,1.528
13.0,4.0,2.972
13.0,8.0,5.62
22.0,0.0,1.596
13.0,3.0,2.37
13.0,2.0,1.942
17.0,2.0,2.102
21.0,2.0,2.06
13.0,4.0,2.972
22.0,2.0,2.05
13.0,0.0,1.514
13.0,8.0,5.62
13.0,10.0,313.652
18.0,0.0,1.628
13.0,8.0,5.62
24.0,0.0,1.574
15.0,0.0,1.534
13.0,0.0,1.514
23.0,0.0,1.556
24.0,0.0,1.574
13.0,7.0,5.554
19.0,10.0,258.558
22.0,10.0,256.21
21.0,10.0,244.734
21.0,6.0,10.46
21.0,7.0,15.806
17.0,6.0,6.34
