new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.892
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,50.38
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,59.572
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,158.85
1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,158.85
4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,42.884
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,88.902
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81.742
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81.742
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,86.526
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81.742
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81.742
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,81.742
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,81.634
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,81.634
3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.912
3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,29.912
3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.056
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,29.174
3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.056
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,28.7
3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.396
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,28.77
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,28.77
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.612
2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,99.664
2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,99.532
