new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
1.0,2.0,2.0,0.0,1.0,1.0,4096.0,5.0,165.6286
1.0,2.0,2.0,0.0,1.0,1.0,4096.0,5.0,165.6286
1.0,2.0,2.0,0.0,1.0,1.0,512.0,5.0,163.3164
1.0,2.0,2.0,0.0,0.0,1.0,512.0,5.0,164.6832
1.0,2.0,2.0,0.0,1.0,1.0,512.0,5.0,163.3164
1.0,2.0,2.0,1.0,1.0,1.0,512.0,5.0,165.232
0.0,2.0,2.0,0.0,1.0,1.0,512.0,5.0,166.3334
1.0,2.0,1.0,0.0,1.0,1.0,512.0,5.0,167.95
1.0,2.0,2.0,0.0,1.0,1.0,512.0,5.0,163.3164
1.0,2.0,2.0,0.0,1.0,0.0,512.0,5.0,164.5372
1.0,2.0,2.0,0.0,1.0,1.0,4096.0,5.0,165.6286
1.0,2.0,1.0,0.0,1.0,1.0,512.0,5.0,167.95
1.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.1768
1.0,2.0,2.0,1.0,0.0,0.0,4096.0,9.0,166.6352
1.0,2.0,2.0,2.0,0.0,1.0,4096.0,9.0,166.4572
1.0,2.0,2.0,2.0,1.0,0.0,4096.0,9.0,165.3268
1.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.1768
1.0,2.0,2.0,2.0,1.0,0.0,4096.0,9.0,165.3268
1.0,2.0,2.0,2.0,0.0,1.0,4096.0,9.0,166.4572
1.0,2.0,2.0,0.0,0.0,0.0,4096.0,9.0,167.429
1.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.1768
1.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.1768
1.0,2.0,2.0,1.0,0.0,0.0,4096.0,9.0,166.6352
1.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,163.3302
0.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,164.9078
1.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,163.3302
1.0,2.0,2.0,2.0,1.0,1.0,4096.0,5.0,164.498
1.0,2.0,2.0,2.0,1.0,1.0,4096.0,5.0,164.498
1.0,2.0,2.0,2.0,1.0,1.0,512.0,1.0,163.6666
1.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,163.3302
1.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,163.3302
0.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,164.9078
1.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,163.3302
0.0,2.0,2.0,2.0,1.0,1.0,512.0,5.0,164.9078
0.0,2.0,2.0,0.0,0.0,1.0,512.0,5.0,164.7842
0.0,2.0,2.0,0.0,0.0,1.0,2048.0,5.0,163.1684
0.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.4042
1.0,2.0,2.0,0.0,0.0,1.0,2048.0,5.0,165.1584
0.0,2.0,2.0,0.0,0.0,1.0,2048.0,5.0,163.1684
0.0,2.0,2.0,1.0,0.0,1.0,2048.0,5.0,165.462
0.0,2.0,2.0,0.0,0.0,1.0,2048.0,5.0,163.1684
0.0,2.0,2.0,2.0,0.0,1.0,2048.0,5.0,165.8012
0.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.4042
0.0,2.0,2.0,2.0,0.0,1.0,2048.0,5.0,165.8012
0.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,163.3292
0.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,163.3292
0.0,2.0,2.0,1.0,0.0,1.0,1024.0,5.0,167.081
1.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,165.5166
0.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,163.3292
0.0,2.0,2.0,1.0,1.0,1.0,512.0,5.0,165.8364
0.0,2.0,2.0,2.0,0.0,1.0,512.0,5.0,164.7928
0.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,163.3292
0.0,2.0,2.0,1.0,1.0,1.0,512.0,5.0,165.8364
0.0,2.0,2.0,1.0,0.0,1.0,512.0,5.0,163.3292
0.0,2.0,2.0,2.0,1.0,0.0,4096.0,9.0,165.7986
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,1.0,0.0,0.0,4096.0,9.0,165.1006
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,9.0,164.3828
0.0,2.0,2.0,1.0,1.0,0.0,2048.0,1.0,167.133
0.0,2.0,2.0,1.0,1.0,0.0,2048.0,1.0,167.133
0.0,2.0,2.0,1.0,1.0,0.0,2048.0,1.0,167.133
1.0,2.0,2.0,1.0,1.0,0.0,2048.0,1.0,167.6088
0.0,2.0,2.0,1.0,1.0,0.0,512.0,1.0,165.0662
0.0,2.0,2.0,1.0,1.0,0.0,512.0,1.0,165.0662
0.0,2.0,2.0,1.0,1.0,0.0,512.0,1.0,165.0662
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,0.0,1.0,0.0,512.0,5.0,163.0798
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
1.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,165.1408
0.0,2.0,2.0,0.0,0.0,0.0,512.0,1.0,164.9276
0.0,2.0,2.0,0.0,1.0,1.0,512.0,1.0,165.261
0.0,2.0,2.0,0.0,1.0,1.0,512.0,1.0,165.261
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,1.0,1.0,0.0,512.0,1.0,165.0662
0.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.4042
1.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.2798
1.0,2.0,2.0,0.0,1.0,0.0,2048.0,5.0,165.683
1.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.2798
1.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.2798
1.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.2798
1.0,2.0,2.0,0.0,1.0,1.0,2048.0,5.0,165.2798
1.0,2.0,2.0,2.0,1.0,1.0,2048.0,5.0,166.1056
1.0,2.0,2.0,0.0,1.0,0.0,512.0,9.0,165.5104
1.0,2.0,2.0,0.0,1.0,0.0,512.0,9.0,165.5104
1.0,2.0,2.0,0.0,1.0,0.0,512.0,9.0,165.5104
0.0,2.0,2.0,0.0,1.0,0.0,512.0,9.0,162.5204
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,0.0,1.0,0.0,512.0,5.0,163.0798
0.0,2.0,2.0,0.0,1.0,0.0,2048.0,9.0,162.999
0.0,2.0,2.0,0.0,1.0,0.0,2048.0,9.0,162.999
0.0,2.0,1.0,0.0,1.0,0.0,512.0,9.0,165.5856
0.0,2.0,2.0,0.0,1.0,0.0,512.0,9.0,162.5204
0.0,2.0,2.0,0.0,1.0,1.0,512.0,9.0,164.6706
0.0,2.0,2.0,0.0,0.0,0.0,512.0,9.0,164.7462
