new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,9196.8
5.0,0.0,1.0,0.0,0.0,50.0,1.0,10.0,298421.6
5.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,9196.8
5.0,0.0,1.0,0.0,0.0,50.0,512.0,0.0,9168.4
5.0,0.0,1.0,0.0,0.0,50.0,512.0,10.0,301150.4
5.0,0.0,1.0,0.0,0.0,50.0,512.0,0.0,9168.4
5.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,9142.0
5.0,0.0,0.0,0.0,1.0,50.0,512.0,0.0,9223.8
5.0,0.0,0.0,0.0,0.0,50.0,512.0,10.0,301999.2
5.0,0.0,0.0,0.0,0.0,50.0,4096.0,0.0,9245.4
5.0,0.0,1.0,0.0,0.0,50.0,512.0,0.0,9168.4
5.0,0.0,1.0,0.0,0.0,50.0,512.0,0.0,9168.4
5.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,9142.0
5.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,9142.0
5.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,9142.0
5.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,9142.0
4.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,8956.8
4.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,8956.8
4.0,0.0,0.0,0.0,0.0,50.0,512.0,0.0,8956.8
4.0,0.0,0.0,0.0,1.0,50.0,512.0,0.0,8949.6
3.0,0.0,0.0,0.0,1.0,50.0,512.0,0.0,12263.8
4.0,0.0,0.0,0.0,1.0,70.0,512.0,0.0,8919.0
2.0,0.0,0.0,0.0,1.0,70.0,512.0,0.0,4773.2
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
2.0,0.0,0.0,0.0,0.0,20.0,512.0,0.0,5050.4
2.0,0.0,0.0,0.0,0.0,70.0,256.0,0.0,4788.4
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
2.0,0.0,0.0,1.0,0.0,70.0,512.0,0.0,17647.8
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
1.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,17666.4
2.0,0.0,0.0,0.0,0.0,70.0,512.0,0.0,4760.0
2.0,0.0,0.0,1.0,0.0,70.0,512.0,0.0,17647.8
2.0,0.0,0.0,0.0,0.0,60.0,512.0,4.0,4436.8
2.0,1.0,0.0,0.0,0.0,60.0,512.0,4.0,4465.0
2.0,0.0,0.0,0.0,0.0,60.0,512.0,4.0,4436.8
2.0,0.0,0.0,0.0,0.0,90.0,512.0,4.0,4330.6
2.0,1.0,0.0,0.0,0.0,90.0,512.0,4.0,4343.8
4.0,0.0,0.0,0.0,0.0,90.0,512.0,4.0,12780.0
2.0,0.0,0.0,0.0,0.0,20.0,512.0,4.0,4979.2
1.0,0.0,0.0,0.0,0.0,90.0,512.0,4.0,11743.8
2.0,1.0,0.0,0.0,0.0,90.0,512.0,4.0,4343.8
2.0,0.0,1.0,0.0,0.0,90.0,512.0,4.0,4307.4
2.0,0.0,1.0,0.0,0.0,90.0,512.0,4.0,4307.4
2.0,0.0,0.0,0.0,0.0,90.0,512.0,4.0,4330.6
