WindowSize,CompressionLevel,Performance
16.0,1.0,1.598
16.0,0.0,1.59
11.0,0.0,1.526
11.0,11.0,343.996
12.0,0.0,1.528
11.0,7.0,5.078
17.0,0.0,1.606
24.0,0.0,1.574
11.0,7.0,5.078
18.0,0.0,1.628
22.0,0.0,1.596
11.0,2.0,1.998
11.0,8.0,5.042
12.0,9.0,6.47
12.0,6.0,3.846
15.0,6.0,5.306
23.0,6.0,10.22
11.0,6.0,3.57
22.0,6.0,10.266
11.0,9.0,6.286
11.0,10.0,343.594
11.0,0.0,1.526
23.0,0.0,1.556
11.0,5.0,3.49
22.0,0.0,1.596
11.0,5.0,3.49
16.0,0.0,1.59
11.0,1.0,1.526
24.0,0.0,1.574
18.0,0.0,1.628
14.0,0.0,1.472
14.0,11.0,301.078
14.0,7.0,5.896
14.0,2.0,1.9
14.0,11.0,301.078
21.0,0.0,1.604
13.0,0.0,1.514
13.0,0.0,1.514
14.0,0.0,1.472
14.0,4.0,2.894
14.0,5.0,4.678
13.0,2.0,1.942
13.0,3.0,2.37
13.0,10.0,313.652
24.0,2.0,2.04
13.0,8.0,5.62
13.0,3.0,2.37
13.0,7.0,5.554
13.0,10.0,313.652
13.0,8.0,5.62
13.0,8.0,5.62
13.0,10.0,313.652
12.0,2.0,1.988
16.0,2.0,2.026
12.0,5.0,3.746
22.0,2.0,2.05
12.0,0.0,1.528
12.0,9.0,6.47
16.0,0.0,1.59
14.0,0.0,1.472
14.0,0.0,1.472
12.0,0.0,1.528
14.0,0.0,1.472
14.0,0.0,1.472
14.0,10.0,301.488
14.0,5.0,4.678
14.0,3.0,2.302
14.0,9.0,7.404
14.0,7.0,5.896
17.0,0.0,1.606
24.0,7.0,20.228
14.0,7.0,5.896
16.0,7.0,6.998
14.0,1.0,1.46
21.0,1.0,1.598
24.0,1.0,1.57
14.0,7.0,5.896
14.0,1.0,1.46
14.0,0.0,1.472
18.0,1.0,1.63
13.0,1.0,1.514
14.0,1.0,1.46
18.0,1.0,1.63
14.0,10.0,301.488
24.0,10.0,392.744
24.0,10.0,392.744
12.0,10.0,328.816
12.0,10.0,328.816
12.0,3.0,2.426
11.0,3.0,2.476
12.0,5.0,3.746
12.0,0.0,1.528
12.0,0.0,1.528
12.0,4.0,3.004
15.0,0.0,1.534
17.0,0.0,1.606
14.0,0.0,1.472
14.0,4.0,2.894
14.0,4.0,2.894
16.0,0.0,1.59
