new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.616
2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.616
2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.616
2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.616
2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.616
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90.614
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.466
2.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,91.318
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.466
2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.55
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.466
3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.298
3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.298
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.466
2.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90.466
3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.298
3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.298
3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.108
3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.298
3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.108
3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,57.47
3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,49.054
3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,50.196
3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.008
3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.008
3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,49.008
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.672
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,78.394
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.562
2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.828
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,29.312
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.562
3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,57.664
2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,41.828
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.562
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.562
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.562
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,33.744
3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,33.744
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,31.16
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,31.208
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.938
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,79.3
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.938
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,28.938
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.922
3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,66.204
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.956
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,30.544
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,30.544
3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.262
3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.368
3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.736
3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.368
3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.368
3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,41.368
3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,38.006
3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,49.426
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,29.288
3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,31.026
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,28.674
3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,37.18
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,22.19
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,23.162
2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,41.85
4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,21.97
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,31.0
