WindowSize,CompressionLevel,Performance
17.0,9.0,10.152
17.0,2.0,2.102
17.0,5.0,5.886
17.0,5.0,5.886
17.0,10.0,307.144
24.0,2.0,2.04
24.0,11.0,394.158
24.0,9.0,108.602
24.0,9.0,108.602
13.0,2.0,1.942
12.0,2.0,1.988
13.0,4.0,2.972
21.0,2.0,2.06
13.0,5.0,4.128
13.0,2.0,1.942
14.0,2.0,1.9
14.0,0.0,1.472
14.0,11.0,301.078
14.0,3.0,2.302
14.0,1.0,1.46
14.0,2.0,1.9
14.0,2.0,1.9
14.0,3.0,2.302
14.0,1.0,1.46
14.0,3.0,2.302
14.0,5.0,4.678
14.0,0.0,1.472
24.0,1.0,1.57
14.0,10.0,301.488
17.0,1.0,1.612
13.0,4.0,2.972
17.0,4.0,2.848
17.0,11.0,307.42
18.0,4.0,2.824
18.0,8.0,9.684
18.0,2.0,2.094
18.0,8.0,9.684
18.0,2.0,2.094
12.0,2.0,1.988
12.0,3.0,2.426
12.0,5.0,3.746
12.0,7.0,5.266
10.0,2.0,2.146
12.0,9.0,6.47
17.0,2.0,2.102
12.0,0.0,1.528
18.0,0.0,1.628
12.0,8.0,5.318
12.0,10.0,328.816
12.0,3.0,2.426
18.0,0.0,1.628
12.0,10.0,328.816
12.0,3.0,2.426
12.0,0.0,1.528
12.0,5.0,3.746
12.0,0.0,1.528
17.0,3.0,2.564
20.0,3.0,2.546
20.0,3.0,2.546
20.0,5.0,7.45
20.0,8.0,14.64
20.0,1.0,1.636
14.0,1.0,1.46
14.0,8.0,6.086
19.0,1.0,1.604
14.0,1.0,1.46
11.0,1.0,1.526
14.0,2.0,1.9
12.0,1.0,1.542
19.0,1.0,1.604
14.0,1.0,1.46
14.0,1.0,1.46
14.0,7.0,5.896
13.0,6.0,4.3
21.0,6.0,10.46
13.0,7.0,5.554
13.0,3.0,2.37
13.0,2.0,1.942
24.0,2.0,2.04
13.0,10.0,313.652
21.0,2.0,2.06
13.0,2.0,1.942
13.0,9.0,6.862
19.0,2.0,2.1
13.0,3.0,2.37
13.0,9.0,6.862
20.0,2.0,2.088
15.0,2.0,1.972
10.0,6.0,3.386
17.0,6.0,6.34
10.0,0.0,1.662
10.0,9.0,6.246
10.0,10.0,363.364
15.0,0.0,1.534
18.0,0.0,1.628
15.0,5.0,5.072
15.0,10.0,291.618
15.0,11.0,292.192
19.0,0.0,1.614
17.0,0.0,1.606
