WindowSize,CompressionLevel,Performance
20.0,10.0,246.512
20.0,5.0,7.45
20.0,9.0,17.4
20.0,2.0,2.088
20.0,9.0,17.4
22.0,2.0,2.05
22.0,4.0,2.748
22.0,10.0,256.21
22.0,8.0,25.432
22.0,8.0,25.432
18.0,2.0,2.094
22.0,2.0,2.05
22.0,8.0,25.432
20.0,2.0,2.088
14.0,2.0,1.9
14.0,8.0,6.086
21.0,2.0,2.06
16.0,2.0,2.026
14.0,4.0,2.894
10.0,2.0,2.146
22.0,2.0,2.05
14.0,2.0,1.9
14.0,10.0,301.488
14.0,9.0,7.404
23.0,2.0,2.032
22.0,1.0,1.586
22.0,2.0,2.05
20.0,1.0,1.636
21.0,1.0,1.598
13.0,1.0,1.514
13.0,7.0,5.554
13.0,2.0,1.942
21.0,1.0,1.598
18.0,1.0,1.63
13.0,6.0,4.3
21.0,1.0,1.598
13.0,10.0,313.652
13.0,1.0,1.514
13.0,0.0,1.514
11.0,1.0,1.526
19.0,1.0,1.604
19.0,5.0,7.372
23.0,1.0,1.572
21.0,1.0,1.598
23.0,0.0,1.556
15.0,0.0,1.534
15.0,6.0,5.306
24.0,0.0,1.574
15.0,3.0,2.392
23.0,0.0,1.556
15.0,4.0,2.834
15.0,9.0,8.084
16.0,0.0,1.59
10.0,0.0,1.662
16.0,0.0,1.59
15.0,0.0,1.534
22.0,7.0,19.626
12.0,7.0,5.266
14.0,7.0,5.896
12.0,7.0,5.266
14.0,7.0,5.896
12.0,1.0,1.542
12.0,2.0,1.988
21.0,1.0,1.598
12.0,0.0,1.528
12.0,6.0,3.846
12.0,8.0,5.318
12.0,0.0,1.528
12.0,6.0,3.846
12.0,10.0,328.816
12.0,4.0,3.004
12.0,10.0,328.816
12.0,0.0,1.528
16.0,0.0,1.59
12.0,3.0,2.426
14.0,4.0,2.894
14.0,9.0,7.404
20.0,4.0,2.808
11.0,4.0,3.04
20.0,8.0,14.64
17.0,4.0,2.848
20.0,1.0,1.636
20.0,0.0,1.63
16.0,0.0,1.59
16.0,8.0,7.548
12.0,0.0,1.528
19.0,0.0,1.614
12.0,4.0,3.004
11.0,0.0,1.526
23.0,0.0,1.556
21.0,0.0,1.604
11.0,8.0,5.042
14.0,0.0,1.472
15.0,0.0,1.534
14.0,8.0,6.086
10.0,0.0,1.662
14.0,0.0,1.472
22.0,0.0,1.596
14.0,3.0,2.302
14.0,10.0,301.488
