new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0.0,1.0,2.0,2.0,1.0,0.0,512.0,0.0,30.8186
0.0,1.0,2.0,2.0,0.0,0.0,512.0,0.0,31.1458
0.0,1.0,2.0,2.0,1.0,0.0,512.0,0.0,30.8186
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,0.0,0.0,512.0,0.0,31.1458
0.0,1.0,2.0,2.0,1.0,0.0,512.0,0.0,30.8186
0.0,1.0,2.0,2.0,1.0,0.0,512.0,0.0,30.8186
0.0,1.0,2.0,2.0,1.0,0.0,512.0,0.0,30.8186
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
1.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.8866
1.0,1.0,2.0,0.0,0.0,1.0,2048.0,0.0,32.0286
1.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.8866
0.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.6514
1.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.8866
0.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.6514
0.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.6514
1.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.8866
0.0,1.0,2.0,0.0,0.0,1.0,2048.0,0.0,32.1222
0.0,1.0,2.0,0.0,0.0,0.0,2048.0,0.0,31.6514
0.0,1.0,2.0,0.0,1.0,0.0,2048.0,0.0,31.6254
0.0,1.0,2.0,1.0,1.0,0.0,2048.0,0.0,31.9244
0.0,1.0,2.0,0.0,1.0,0.0,2048.0,0.0,31.6254
0.0,1.0,2.0,0.0,1.0,0.0,2048.0,0.0,31.6254
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,0.0,2048.0,0.0,31.2782
0.0,1.0,2.0,2.0,1.0,1.0,2048.0,0.0,31.832
0.0,1.0,2.0,2.0,0.0,0.0,2048.0,0.0,31.9334
0.0,1.0,2.0,2.0,1.0,1.0,2048.0,0.0,31.832
0.0,0.0,2.0,2.0,1.0,0.0,2048.0,0.0,164.9596
0.0,1.0,2.0,2.0,1.0,0.0,1024.0,0.0,31.0888
0.0,1.0,2.0,2.0,0.0,0.0,1024.0,0.0,31.2602
0.0,1.0,2.0,2.0,1.0,0.0,1024.0,0.0,31.0888
0.0,1.0,2.0,2.0,1.0,1.0,1024.0,0.0,32.2096
0.0,1.0,2.0,1.0,1.0,0.0,1024.0,0.0,31.5162
1.0,1.0,2.0,2.0,1.0,0.0,1024.0,0.0,31.7822
0.0,1.0,2.0,2.0,1.0,0.0,1024.0,0.0,31.0888
0.0,1.0,2.0,1.0,1.0,0.0,1024.0,0.0,31.5162
0.0,1.0,2.0,2.0,1.0,0.0,1024.0,0.0,31.0888
