WindowSize,CompressionLevel,Performance
22.0,4.0,2.748
22.0,9.0,34.292
22.0,10.0,256.21
22.0,9.0,34.292
24.0,4.0,2.708
24.0,6.0,10.176
16.0,4.0,2.77
24.0,0.0,1.574
11.0,0.0,1.526
21.0,0.0,1.604
20.0,0.0,1.63
17.0,0.0,1.606
14.0,0.0,1.472
11.0,0.0,1.526
14.0,0.0,1.472
19.0,0.0,1.614
19.0,0.0,1.614
10.0,0.0,1.662
24.0,0.0,1.574
12.0,0.0,1.528
20.0,0.0,1.63
14.0,4.0,2.894
13.0,0.0,1.514
22.0,3.0,2.5
21.0,3.0,2.512
20.0,3.0,2.546
11.0,3.0,2.476
18.0,3.0,2.562
11.0,0.0,1.526
11.0,2.0,1.998
20.0,0.0,1.63
11.0,8.0,5.042
17.0,0.0,1.606
11.0,8.0,5.042
18.0,0.0,1.628
11.0,9.0,6.286
11.0,5.0,3.49
11.0,4.0,3.04
18.0,0.0,1.628
18.0,6.0,7.51
18.0,0.0,1.628
11.0,0.0,1.526
22.0,0.0,1.596
20.0,0.0,1.63
11.0,1.0,1.526
13.0,0.0,1.514
13.0,0.0,1.514
13.0,1.0,1.514
13.0,4.0,2.972
15.0,0.0,1.534
18.0,0.0,1.628
16.0,0.0,1.59
12.0,0.0,1.528
12.0,0.0,1.528
13.0,2.0,1.942
16.0,0.0,1.59
23.0,8.0,37.284
18.0,8.0,9.684
18.0,1.0,1.63
16.0,1.0,1.598
16.0,0.0,1.59
16.0,4.0,2.77
16.0,11.0,284.296
23.0,0.0,1.556
19.0,0.0,1.614
21.0,0.0,1.604
13.0,0.0,1.514
13.0,3.0,2.37
17.0,0.0,1.606
13.0,8.0,5.62
22.0,0.0,1.596
15.0,0.0,1.534
13.0,5.0,4.128
13.0,10.0,313.652
13.0,0.0,1.514
21.0,0.0,1.604
10.0,0.0,1.662
22.0,5.0,7.198
22.0,7.0,19.626
22.0,7.0,19.626
22.0,10.0,256.21
22.0,4.0,2.748
22.0,10.0,256.21
22.0,8.0,25.432
16.0,4.0,2.77
12.0,4.0,3.004
22.0,8.0,25.432
12.0,4.0,3.004
20.0,4.0,2.808
22.0,7.0,19.626
11.0,4.0,3.04
22.0,4.0,2.748
16.0,8.0,7.548
16.0,8.0,7.548
10.0,8.0,5.046
10.0,7.0,4.874
10.0,8.0,5.046
10.0,2.0,2.146
10.0,7.0,4.874
10.0,9.0,6.246
