WindowSize,CompressionLevel,Performance
16.0,0.0,1.59
24.0,0.0,1.574
21.0,0.0,1.604
24.0,2.0,2.04
24.0,4.0,2.708
24.0,10.0,392.744
20.0,0.0,1.63
21.0,0.0,1.604
24.0,0.0,1.574
14.0,0.0,1.472
23.0,0.0,1.556
15.0,0.0,1.534
17.0,0.0,1.606
14.0,4.0,2.894
13.0,0.0,1.514
14.0,4.0,2.894
18.0,0.0,1.628
14.0,9.0,7.404
14.0,0.0,1.472
14.0,4.0,2.894
17.0,2.0,2.102
16.0,2.0,2.026
12.0,2.0,1.988
12.0,8.0,5.318
23.0,2.0,2.032
12.0,1.0,1.542
12.0,10.0,328.816
19.0,1.0,1.604
17.0,1.0,1.612
12.0,8.0,5.318
12.0,11.0,328.552
16.0,1.0,1.598
20.0,1.0,1.636
21.0,1.0,1.598
10.0,1.0,1.666
23.0,1.0,1.572
23.0,8.0,37.284
22.0,8.0,25.432
22.0,1.0,1.586
22.0,8.0,25.432
20.0,1.0,1.636
10.0,1.0,1.666
17.0,1.0,1.612
17.0,1.0,1.612
22.0,5.0,7.198
24.0,1.0,1.57
20.0,1.0,1.636
24.0,0.0,1.574
24.0,1.0,1.57
16.0,1.0,1.598
24.0,1.0,1.57
24.0,8.0,38.644
24.0,9.0,108.602
21.0,1.0,1.598
24.0,9.0,108.602
20.0,1.0,1.636
22.0,3.0,2.5
13.0,3.0,2.37
13.0,9.0,6.862
23.0,3.0,2.478
13.0,5.0,4.128
19.0,3.0,2.552
13.0,10.0,313.652
13.0,7.0,5.554
13.0,6.0,4.3
13.0,6.0,4.3
20.0,3.0,2.546
13.0,8.0,5.62
10.0,2.0,2.146
10.0,1.0,1.666
15.0,1.0,1.52
15.0,5.0,5.072
24.0,1.0,1.57
15.0,3.0,2.392
20.0,1.0,1.636
15.0,0.0,1.534
24.0,1.0,1.57
15.0,1.0,1.52
11.0,1.0,1.526
18.0,1.0,1.63
14.0,1.0,1.46
14.0,1.0,1.46
10.0,1.0,1.666
14.0,1.0,1.46
14.0,2.0,1.9
13.0,1.0,1.514
14.0,7.0,5.896
19.0,1.0,1.604
10.0,1.0,1.666
23.0,1.0,1.572
13.0,1.0,1.514
24.0,8.0,38.644
24.0,5.0,7.154
10.0,5.0,3.306
10.0,10.0,363.364
10.0,1.0,1.666
10.0,3.0,2.616
10.0,4.0,3.02
10.0,4.0,3.02
17.0,1.0,1.612
