WindowSize,CompressionLevel,Performance
14.0,7.0,5.896
23.0,7.0,20.474
14.0,1.0,1.46
14.0,6.0,4.874
22.0,1.0,1.586
14.0,9.0,7.404
14.0,2.0,1.9
22.0,1.0,1.586
14.0,8.0,6.086
22.0,1.0,1.586
11.0,1.0,1.526
14.0,1.0,1.46
21.0,1.0,1.598
11.0,0.0,1.526
11.0,5.0,3.49
11.0,5.0,3.49
17.0,0.0,1.606
22.0,0.0,1.596
11.0,6.0,3.57
23.0,0.0,1.556
11.0,0.0,1.526
11.0,10.0,343.594
11.0,7.0,5.078
11.0,0.0,1.526
12.0,6.0,3.846
23.0,6.0,10.22
12.0,9.0,6.47
12.0,3.0,2.426
14.0,3.0,2.302
16.0,3.0,2.508
21.0,3.0,2.512
11.0,3.0,2.476
21.0,3.0,2.512
21.0,3.0,2.512
17.0,3.0,2.564
20.0,3.0,2.546
16.0,3.0,2.508
14.0,11.0,301.078
21.0,3.0,2.512
23.0,11.0,315.238
16.0,11.0,284.296
16.0,1.0,1.598
13.0,1.0,1.514
13.0,1.0,1.514
13.0,5.0,4.128
13.0,0.0,1.514
22.0,1.0,1.586
12.0,1.0,1.542
13.0,7.0,5.554
13.0,3.0,2.37
24.0,1.0,1.57
22.0,1.0,1.586
14.0,1.0,1.46
14.0,1.0,1.46
24.0,1.0,1.57
16.0,1.0,1.598
21.0,1.0,1.598
18.0,1.0,1.63
17.0,1.0,1.612
14.0,7.0,5.896
23.0,1.0,1.572
14.0,8.0,6.086
14.0,4.0,2.894
12.0,4.0,3.004
12.0,5.0,3.746
12.0,4.0,3.004
10.0,4.0,3.02
12.0,8.0,5.318
24.0,4.0,2.708
23.0,4.0,2.726
21.0,4.0,2.768
24.0,7.0,20.228
21.0,4.0,2.768
24.0,5.0,7.154
14.0,4.0,2.894
16.0,4.0,2.77
12.0,4.0,3.004
24.0,4.0,2.708
20.0,4.0,2.808
12.0,9.0,6.47
12.0,6.0,3.846
12.0,1.0,1.542
12.0,11.0,328.552
13.0,1.0,1.514
13.0,7.0,5.554
13.0,3.0,2.37
21.0,1.0,1.598
13.0,4.0,2.972
23.0,1.0,1.572
13.0,4.0,2.972
19.0,1.0,1.604
13.0,10.0,313.652
10.0,1.0,1.666
13.0,6.0,4.3
11.0,0.0,1.526
11.0,0.0,1.526
11.0,3.0,2.476
15.0,0.0,1.534
11.0,11.0,343.996
19.0,0.0,1.614
