WindowSize,CompressionLevel,Performance
14.0,7.0,5.896
20.0,7.0,12.338
19.0,7.0,10.05
14.0,5.0,4.678
16.0,5.0,5.392
14.0,2.0,1.9
24.0,2.0,2.04
14.0,7.0,5.896
10.0,2.0,2.146
14.0,8.0,6.086
23.0,2.0,2.032
20.0,2.0,2.088
14.0,2.0,1.9
19.0,2.0,2.1
17.0,2.0,2.102
14.0,7.0,5.896
21.0,4.0,2.768
21.0,2.0,2.06
20.0,2.0,2.088
21.0,8.0,18.874
10.0,2.0,2.146
17.0,2.0,2.102
18.0,2.0,2.094
13.0,2.0,1.942
14.0,2.0,1.9
18.0,2.0,2.094
14.0,8.0,6.086
14.0,2.0,1.9
14.0,2.0,1.9
14.0,6.0,4.874
14.0,5.0,4.678
14.0,1.0,1.46
14.0,2.0,1.9
14.0,3.0,2.302
14.0,4.0,2.894
10.0,1.0,1.666
12.0,1.0,1.542
14.0,1.0,1.46
14.0,1.0,1.46
15.0,1.0,1.52
14.0,10.0,301.488
12.0,1.0,1.542
12.0,1.0,1.542
15.0,1.0,1.52
17.0,1.0,1.612
10.0,1.0,1.666
15.0,11.0,292.192
15.0,9.0,8.084
15.0,2.0,1.972
15.0,4.0,2.834
17.0,1.0,1.612
19.0,1.0,1.604
15.0,1.0,1.52
15.0,10.0,291.618
12.0,10.0,328.816
22.0,10.0,256.21
21.0,10.0,244.734
21.0,6.0,10.46
21.0,5.0,7.272
13.0,5.0,4.128
15.0,5.0,5.072
13.0,6.0,4.3
13.0,11.0,315.078
13.0,9.0,6.862
13.0,7.0,5.554
12.0,5.0,3.746
15.0,5.0,5.072
12.0,8.0,5.318
12.0,10.0,328.816
16.0,5.0,5.392
11.0,5.0,3.49
11.0,9.0,6.286
11.0,0.0,1.526
11.0,7.0,5.078
19.0,0.0,1.614
11.0,6.0,3.57
19.0,0.0,1.614
12.0,0.0,1.528
13.0,0.0,1.514
10.0,0.0,1.662
23.0,0.0,1.556
12.0,0.0,1.528
13.0,9.0,6.862
13.0,11.0,315.078
13.0,10.0,313.652
10.0,0.0,1.662
13.0,0.0,1.514
18.0,0.0,1.628
16.0,0.0,1.59
19.0,6.0,9.336
19.0,0.0,1.614
11.0,0.0,1.526
20.0,0.0,1.63
15.0,0.0,1.534
11.0,2.0,1.998
21.0,0.0,1.604
22.0,0.0,1.596
22.0,0.0,1.596
11.0,5.0,3.49
20.0,0.0,1.63
