WindowSize,CompressionLevel,Performance
20.0,7.0,12.338
20.0,7.0,12.338
18.0,7.0,8.628
18.0,7.0,8.628
21.0,7.0,15.806
21.0,7.0,15.806
18.0,6.0,7.51
18.0,4.0,2.824
23.0,4.0,2.726
23.0,7.0,20.474
17.0,4.0,2.848
23.0,6.0,10.22
13.0,4.0,2.972
13.0,4.0,2.972
17.0,4.0,2.848
23.0,10.0,318.954
15.0,4.0,2.834
18.0,4.0,2.824
23.0,4.0,2.726
19.0,4.0,2.8
19.0,7.0,10.05
19.0,0.0,1.614
19.0,0.0,1.614
19.0,4.0,2.8
19.0,5.0,7.372
12.0,0.0,1.528
12.0,0.0,1.528
12.0,3.0,2.426
12.0,3.0,2.426
12.0,9.0,6.47
12.0,3.0,2.426
21.0,0.0,1.604
22.0,0.0,1.596
12.0,10.0,328.816
12.0,10.0,328.816
22.0,0.0,1.596
16.0,6.0,5.77
22.0,6.0,10.266
16.0,0.0,1.59
15.0,0.0,1.534
17.0,0.0,1.606
15.0,0.0,1.534
17.0,0.0,1.606
15.0,5.0,5.072
15.0,2.0,1.972
19.0,0.0,1.614
15.0,6.0,5.306
15.0,3.0,2.392
10.0,0.0,1.662
15.0,11.0,292.192
21.0,11.0,244.72
14.0,11.0,301.078
11.0,11.0,343.996
21.0,3.0,2.512
12.0,3.0,2.426
12.0,1.0,1.542
12.0,3.0,2.426
12.0,8.0,5.318
16.0,1.0,1.598
12.0,9.0,6.47
12.0,5.0,3.746
21.0,1.0,1.598
23.0,1.0,1.572
23.0,1.0,1.572
11.0,1.0,1.526
11.0,0.0,1.526
11.0,2.0,1.998
11.0,10.0,343.594
11.0,9.0,6.286
11.0,2.0,1.998
21.0,1.0,1.598
11.0,11.0,343.996
11.0,9.0,6.286
11.0,9.0,6.286
11.0,6.0,3.57
13.0,3.0,2.37
13.0,2.0,1.942
11.0,2.0,1.998
13.0,0.0,1.514
13.0,8.0,5.62
12.0,0.0,1.528
10.0,0.0,1.662
13.0,10.0,313.652
13.0,0.0,1.514
21.0,0.0,1.604
23.0,0.0,1.556
16.0,0.0,1.59
13.0,1.0,1.514
13.0,8.0,5.62
11.0,1.0,1.526
10.0,1.0,1.666
11.0,0.0,1.526
24.0,1.0,1.57
23.0,1.0,1.572
11.0,10.0,343.594
17.0,1.0,1.612
15.0,1.0,1.52
18.0,1.0,1.63
17.0,1.0,1.612
15.0,11.0,292.192
