topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4.0,1.0,4.0,10.0,10.0,0.0,1000.0,1000.0,1024.0,10000.0,5.0,0.0,0.183366628401
4.0,1.0,4.0,10.0,10.0,0.0,1000.0,1000.0,1024.0,10000.0,5.0,0.0,0.183366628401
4.0,1.0,4.0,10.0,10.0,0.0,1000.0,1000.0,1024.0,10000.0,5.0,0.0,0.183366628401
4.0,1.0,4.0,10.0,1.0,0.0,1000.0,1000.0,1024.0,10000.0,5.0,0.0,0.242525631755
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,0.0,0.0814755502538
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0794478874314
4.0,1.0,2.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0870383458411
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,0.0,0.0814755502538
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,512.0,10000.0,2.0,0.0,0.145506936132
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
2.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0150392936271
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
2.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.138764855115
2.0,10.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.134856599709
2.0,10.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.134856599709
2.0,10.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.134856599709
2.0,10.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.134856599709
2.0,10.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,29.0,0.149328038805
2.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.0147996236091
2.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,29.0,0.0147996236091
2.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0147478766734
2.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,2.0,29.0,0.0150283995354
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
2.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0147478766734
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0141718515734
4.0,10.0,4.0,10.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0141718515734
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0143679452245
4.0,10.0,4.0,1000000.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0
4.0,1.0,4.0,1000000.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000815695117949
4.0,10.0,4.0,1000000.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0
4.0,10.0,4.0,1000000.0,1.0,1.0,1.0,1000.0,512.0,10000.0,5.0,0.0,0.000908294897616
