WindowSize,CompressionLevel,Performance
11.0,0.0,1.526
11.0,5.0,3.49
11.0,4.0,3.04
11.0,4.0,3.04
11.0,6.0,3.57
11.0,0.0,1.526
11.0,6.0,3.57
11.0,9.0,6.286
11.0,1.0,1.526
11.0,5.0,3.49
23.0,0.0,1.556
12.0,4.0,3.004
22.0,4.0,2.748
11.0,4.0,3.04
13.0,4.0,2.972
22.0,5.0,7.198
22.0,11.0,259.594
22.0,0.0,1.596
13.0,0.0,1.514
17.0,0.0,1.606
13.0,10.0,313.652
20.0,0.0,1.63
13.0,1.0,1.514
22.0,0.0,1.596
21.0,0.0,1.604
13.0,4.0,2.972
22.0,0.0,1.596
13.0,6.0,4.3
21.0,0.0,1.604
12.0,3.0,2.426
21.0,3.0,2.512
12.0,9.0,6.47
12.0,10.0,328.816
12.0,0.0,1.528
12.0,0.0,1.528
12.0,8.0,5.318
12.0,10.0,328.816
21.0,0.0,1.604
12.0,4.0,3.004
24.0,0.0,1.574
12.0,7.0,5.266
12.0,6.0,3.846
14.0,0.0,1.472
14.0,6.0,4.874
14.0,5.0,4.678
22.0,0.0,1.596
22.0,0.0,1.596
14.0,8.0,6.086
14.0,1.0,1.46
20.0,1.0,1.636
14.0,2.0,1.9
14.0,1.0,1.46
14.0,11.0,301.078
14.0,9.0,7.404
13.0,1.0,1.514
14.0,10.0,301.488
14.0,1.0,1.46
23.0,1.0,1.572
14.0,7.0,5.896
23.0,9.0,63.68
23.0,9.0,63.68
20.0,9.0,17.4
24.0,9.0,108.602
24.0,9.0,108.602
20.0,2.0,2.088
20.0,3.0,2.546
18.0,2.0,2.094
20.0,10.0,246.512
17.0,2.0,2.102
20.0,9.0,17.4
24.0,2.0,2.04
24.0,11.0,394.158
24.0,2.0,2.04
22.0,2.0,2.05
21.0,2.0,2.06
22.0,2.0,2.05
21.0,2.0,2.06
24.0,10.0,392.744
24.0,2.0,2.04
19.0,2.0,2.1
24.0,6.0,10.176
20.0,5.0,7.45
20.0,2.0,2.088
24.0,2.0,2.04
24.0,11.0,394.158
24.0,2.0,2.04
24.0,2.0,2.04
17.0,2.0,2.102
24.0,10.0,392.744
24.0,0.0,1.574
24.0,7.0,20.228
24.0,6.0,10.176
24.0,5.0,7.154
24.0,8.0,38.644
11.0,0.0,1.526
11.0,3.0,2.476
14.0,0.0,1.472
14.0,9.0,7.404
14.0,0.0,1.472
24.0,0.0,1.574
