new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.274
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.274
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.274
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,45.27
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,43.04
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,84.762
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.274
3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,33.428
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,31.076
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,195.566
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,183.39
1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,135.996
1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,128.37
1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,127.752
1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.44
1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.44
1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,127.752
1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.44
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.062
1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,127.44
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,105.714
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,117.062
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,105.714
1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,105.396
1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.728
1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.728
1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.728
1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.476
1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.476
1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,104.996
1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,103.728
3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.938
3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.938
3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29.364
2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,42.344
3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.938
3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29.364
3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29.364
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,49.426
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,29.364
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.254
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,29.8
3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,30.536
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,28.656
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,31.218
4.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,48.778
4.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,48.778
4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,45.12
4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.924
2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,45.592
4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.924
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.328
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,23.328
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,83.758
4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,24.508
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.186
4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.262
4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23.036
4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,22.99
4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,22.934
4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,22.934
4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,22.92
4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,23.212
4.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,24.598
4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,23.662
3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,31.084
4.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,23.456
4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,23.35
4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,23.302
4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23.326
4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,22.92
4.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,22.934
4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,31.744
