new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1.0,0.0,1.0,0.0,0.0,10.0,1024.0,4.0,12388.0
1.0,0.0,0.0,0.0,0.0,10.0,1024.0,4.0,12350.2
1.0,0.0,0.0,0.0,0.0,10.0,1024.0,6.0,88374.8
1.0,0.0,0.0,0.0,0.0,10.0,256.0,4.0,12327.2
1.0,0.0,0.0,0.0,0.0,10.0,256.0,4.0,12327.2
1.0,0.0,0.0,0.0,0.0,90.0,256.0,4.0,11800.2
1.0,0.0,0.0,0.0,0.0,80.0,256.0,4.0,11755.0
1.0,0.0,0.0,0.0,0.0,80.0,256.0,10.0,101814.8
1.0,0.0,0.0,0.0,0.0,80.0,4.0,4.0,12546.2
1.0,0.0,0.0,0.0,0.0,80.0,256.0,2.0,17777.6
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,1.0,80.0,1024.0,4.0,11772.8
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,1.0,0.0,0.0,0.0,80.0,1024.0,4.0,11818.2
1.0,0.0,0.0,0.0,0.0,80.0,1024.0,4.0,11750.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,10.0,101712.8
1.0,0.0,0.0,0.0,0.0,60.0,1024.0,4.0,11745.2
1.0,0.0,0.0,0.0,0.0,60.0,16.0,4.0,11883.8
1.0,0.0,0.0,0.0,0.0,60.0,16.0,4.0,11883.8
5.0,0.0,1.0,0.0,1.0,30.0,128.0,8.0,122215.2
4.0,0.0,1.0,0.0,1.0,30.0,128.0,8.0,40936.8
4.0,0.0,1.0,0.0,1.0,20.0,128.0,8.0,41841.2
4.0,0.0,1.0,0.0,1.0,30.0,128.0,8.0,40936.8
4.0,1.0,1.0,0.0,1.0,30.0,128.0,8.0,41018.2
4.0,0.0,1.0,0.0,1.0,30.0,128.0,4.0,13270.4
4.0,0.0,1.0,0.0,1.0,30.0,128.0,4.0,13270.4
4.0,0.0,1.0,0.0,1.0,0.0,128.0,4.0,22152.6
4.0,0.0,1.0,0.0,1.0,30.0,128.0,10.0,120130.8
4.0,0.0,1.0,0.0,1.0,30.0,512.0,4.0,13190.0
4.0,0.0,1.0,0.0,1.0,30.0,512.0,4.0,13190.0
4.0,0.0,0.0,0.0,1.0,30.0,512.0,4.0,13177.2
4.0,0.0,0.0,0.0,1.0,30.0,1.0,4.0,20266.2
4.0,1.0,0.0,0.0,1.0,30.0,512.0,4.0,13202.6
4.0,0.0,0.0,0.0,1.0,30.0,512.0,4.0,13177.2
4.0,0.0,1.0,0.0,1.0,30.0,512.0,4.0,13190.0
4.0,0.0,0.0,0.0,1.0,30.0,4.0,4.0,14821.8
4.0,0.0,0.0,0.0,1.0,20.0,512.0,4.0,13731.0
3.0,0.0,0.0,0.0,1.0,30.0,512.0,4.0,12155.0
3.0,0.0,0.0,0.0,1.0,30.0,512.0,4.0,12155.0
1.0,0.0,0.0,0.0,1.0,30.0,512.0,4.0,11911.0
1.0,1.0,0.0,0.0,1.0,30.0,512.0,4.0,11919.0
1.0,0.0,1.0,0.0,1.0,30.0,512.0,4.0,11907.6
1.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,11865.4
1.0,0.0,1.0,0.0,0.0,30.0,16.0,4.0,11894.4
3.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,12080.2
5.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,9251.0
3.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,12080.2
5.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,9251.0
5.0,0.0,1.0,0.0,0.0,30.0,512.0,4.0,9251.0
5.0,0.0,1.0,1.0,0.0,30.0,512.0,4.0,9196.4
5.0,0.0,1.0,1.0,0.0,30.0,2.0,4.0,9165.2
5.0,1.0,1.0,1.0,0.0,30.0,2.0,4.0,9169.6
5.0,1.0,1.0,1.0,0.0,30.0,2.0,4.0,9169.6
5.0,0.0,1.0,1.0,0.0,70.0,2.0,4.0,9148.0
5.0,0.0,1.0,1.0,1.0,70.0,2.0,4.0,9141.2
3.0,0.0,1.0,1.0,1.0,70.0,2.0,4.0,13080.8
5.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,9271.4
5.0,0.0,1.0,1.0,1.0,70.0,2.0,4.0,9141.2
5.0,0.0,1.0,1.0,1.0,70.0,2.0,6.0,47495.0
5.0,0.0,1.0,1.0,1.0,70.0,2.0,4.0,9141.2
5.0,0.0,1.0,1.0,1.0,70.0,2.0,8.0,120589.0
5.0,1.0,1.0,1.0,1.0,70.0,2.0,4.0,9173.8
2.0,0.0,1.0,1.0,1.0,70.0,2.0,4.0,13276.8
5.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,9271.4
