topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4.0,1.0,2.0,10.0,10.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.084423763827
2.0,1.0,2.0,10.0,10.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.139705832288
4.0,1.0,2.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,5.0,29.0,0.208307289645
4.0,1.0,2.0,10.0,10.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.084423763827
4.0,1.0,2.0,10.0,10.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.084423763827
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.0146580004167
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,2.0,29.0,0.00321239529757
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000684966017243
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000684966017243
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000684966017243
4.0,1.0,2.0,1000000.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000671348402586
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.731410253791
2.0,10.0,4.0,10.0,10.0,1.0,1000.0,10.0,512.0,100.0,2.0,29.0,0.742085101921
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,512.0,10000.0,2.0,0.0,0.0149984407831
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,1.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.014766941334
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,5.0,0.0,0.0145191007472
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,10.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.144708943913
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,4.0,10.0,1.0,0.0,1.0,1000.0,1024.0,10000.0,2.0,0.0,0.0143802010777
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000644113173272
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000644113173272
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000708115962159
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.0819725931887
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.228190368806
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0146048917195
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.000118473247515
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,2.0,29.0,0.00560909547718
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,5.44704586276e-06
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,5.44704586276e-06
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,5.44704586276e-06
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,5.44704586276e-06
4.0,10.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,2.72352293138e-06
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.0780779553969
4.0,10.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,2.72352293138e-06
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000241031779427
4.0,10.0,4.0,1000000.0,10.0,1.0,1.0,10.0,512.0,100.0,5.0,0.0,6.80880732846e-06
4.0,10.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,2.72352293138e-06
4.0,10.0,4.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,2.72352293138e-06
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,512.0,100.0,5.0,0.0,0.000894677282959
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.615695935006
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,2.0,0.0,0.534879477301
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.615695935006
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,2.0,0.0,0.534879477301
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,512.0,100.0,2.0,0.0,0.516144363057
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,0.0881835872338
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,10.0,512.0,100.0,5.0,29.0,8.17056879415e-06
