WindowSize,CompressionLevel,Performance
17.0,9.0,10.152
12.0,9.0,6.47
13.0,9.0,6.862
12.0,9.0,6.47
12.0,9.0,6.47
12.0,2.0,1.988
10.0,2.0,2.146
19.0,2.0,2.1
12.0,11.0,328.552
15.0,2.0,1.972
10.0,2.0,2.146
17.0,2.0,2.102
22.0,2.0,2.05
19.0,2.0,2.1
15.0,1.0,1.52
17.0,1.0,1.612
15.0,2.0,1.972
22.0,1.0,1.586
19.0,1.0,1.604
15.0,1.0,1.52
15.0,10.0,291.618
12.0,1.0,1.542
14.0,1.0,1.46
18.0,1.0,1.63
14.0,11.0,301.078
14.0,6.0,4.874
14.0,11.0,301.078
14.0,1.0,1.46
14.0,2.0,1.9
17.0,1.0,1.612
19.0,1.0,1.604
18.0,1.0,1.63
23.0,1.0,1.572
10.0,3.0,2.616
10.0,10.0,363.364
10.0,2.0,2.146
10.0,11.0,363.346
14.0,2.0,1.9
24.0,2.0,2.04
22.0,2.0,2.05
14.0,0.0,1.472
14.0,9.0,7.404
14.0,4.0,2.894
20.0,0.0,1.63
20.0,0.0,1.63
21.0,0.0,1.604
14.0,11.0,301.078
19.0,0.0,1.614
17.0,0.0,1.606
14.0,1.0,1.46
13.0,1.0,1.514
14.0,11.0,301.078
17.0,1.0,1.612
17.0,1.0,1.612
14.0,7.0,5.896
14.0,11.0,301.078
14.0,7.0,5.896
12.0,1.0,1.542
16.0,1.0,1.598
12.0,1.0,1.542
17.0,7.0,7.636
21.0,7.0,15.806
12.0,7.0,5.266
22.0,7.0,19.626
12.0,1.0,1.542
12.0,5.0,3.746
10.0,1.0,1.666
12.0,10.0,328.816
12.0,1.0,1.542
11.0,1.0,1.526
11.0,9.0,6.286
22.0,1.0,1.586
11.0,8.0,5.042
10.0,1.0,1.666
10.0,1.0,1.666
13.0,1.0,1.514
23.0,1.0,1.572
12.0,1.0,1.542
13.0,7.0,5.554
17.0,1.0,1.612
13.0,9.0,6.862
15.0,1.0,1.52
13.0,2.0,1.942
18.0,1.0,1.63
20.0,1.0,1.636
13.0,9.0,6.862
11.0,10.0,343.594
11.0,10.0,343.594
14.0,10.0,301.488
14.0,2.0,1.9
14.0,7.0,5.896
13.0,2.0,1.942
10.0,2.0,2.146
18.0,2.0,2.094
14.0,2.0,1.9
14.0,11.0,301.078
14.0,11.0,301.078
14.0,0.0,1.472
14.0,9.0,7.404
19.0,0.0,1.614
