new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,15920.4
3.0,1.0,0.0,1.0,1.0,0.0,256.0,2.0,15902.4
3.0,1.0,0.0,1.0,1.0,0.0,256.0,2.0,15902.4
3.0,0.0,0.0,1.0,1.0,0.0,256.0,2.0,16037.8
3.0,1.0,0.0,1.0,0.0,0.0,256.0,2.0,15977.4
3.0,1.0,0.0,1.0,1.0,0.0,256.0,2.0,15902.4
4.0,1.0,0.0,1.0,1.0,0.0,256.0,2.0,35513.0
3.0,1.0,0.0,1.0,1.0,0.0,256.0,0.0,16049.6
3.0,1.0,0.0,1.0,1.0,0.0,256.0,2.0,15902.4
3.0,1.0,0.0,1.0,1.0,100.0,256.0,2.0,12279.8
3.0,1.0,0.0,1.0,1.0,100.0,128.0,2.0,12302.2
3.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,12050.2
3.0,0.0,0.0,1.0,1.0,30.0,256.0,2.0,12139.2
3.0,1.0,1.0,1.0,1.0,30.0,256.0,2.0,12061.4
3.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,12050.2
3.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,12050.2
2.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,17711.8
3.0,1.0,0.0,0.0,1.0,30.0,256.0,2.0,12096.6
3.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,12050.2
3.0,1.0,0.0,1.0,1.0,30.0,256.0,8.0,38195.2
3.0,1.0,0.0,1.0,1.0,30.0,4096.0,2.0,12177.8
2.0,1.0,0.0,1.0,1.0,30.0,256.0,2.0,17711.8
1.0,0.0,0.0,1.0,1.0,30.0,16.0,2.0,17858.8
1.0,0.0,0.0,1.0,1.0,30.0,16.0,6.0,93450.4
1.0,0.0,0.0,1.0,1.0,20.0,16.0,2.0,17759.4
1.0,0.0,0.0,1.0,1.0,20.0,16.0,2.0,17759.4
1.0,0.0,0.0,1.0,0.0,20.0,16.0,2.0,17829.2
1.0,0.0,0.0,1.0,1.0,50.0,16.0,2.0,17777.2
1.0,0.0,0.0,1.0,1.0,20.0,16.0,2.0,17759.4
1.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,17724.0
4.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,35752.6
1.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,17724.0
4.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,35752.6
1.0,0.0,1.0,1.0,1.0,20.0,16.0,6.0,93523.8
1.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,17724.0
1.0,0.0,1.0,1.0,1.0,20.0,16.0,2.0,17724.0
1.0,0.0,1.0,1.0,1.0,100.0,16.0,2.0,17690.8
1.0,0.0,1.0,1.0,0.0,100.0,16.0,2.0,17721.4
1.0,0.0,1.0,1.0,1.0,100.0,16.0,4.0,11900.4
1.0,0.0,1.0,1.0,1.0,100.0,16.0,4.0,11900.4
1.0,0.0,1.0,1.0,1.0,100.0,16.0,2.0,17690.8
1.0,0.0,1.0,1.0,0.0,100.0,16.0,4.0,11868.0
1.0,0.0,1.0,1.0,0.0,100.0,16.0,4.0,11868.0
1.0,0.0,1.0,1.0,0.0,100.0,16.0,4.0,11868.0
1.0,0.0,1.0,1.0,0.0,100.0,16.0,10.0,105595.2
1.0,0.0,1.0,1.0,0.0,80.0,16.0,4.0,11879.4
