new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
0.0,2.0,2.0,1.0,1.0,0.0,512.0,1.0,165.0662
0.0,2.0,2.0,2.0,1.0,0.0,512.0,1.0,163.8384
0.0,2.0,2.0,0.0,1.0,0.0,512.0,5.0,163.0798
0.0,2.0,2.0,0.0,1.0,0.0,2048.0,1.0,164.565
0.0,2.0,2.0,0.0,0.0,0.0,512.0,1.0,164.9276
0.0,2.0,2.0,0.0,1.0,0.0,512.0,1.0,162.5806
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,1.0,166.9388
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
1.0,2.0,2.0,0.0,1.0,1.0,1024.0,5.0,166.3478
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
1.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,165.5152
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,1.0,165.0964
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,1.0,0.0,1024.0,5.0,163.9968
0.0,2.0,2.0,2.0,0.0,0.0,1024.0,5.0,165.2936
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
0.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.9568
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,0.0,0.0,512.0,5.0,165.3112
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
1.0,2.0,2.0,2.0,1.0,0.0,512.0,1.0,165.4944
1.0,2.0,2.0,2.0,1.0,0.0,512.0,5.0,163.3106
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,4096.0,1.0,166.6618
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,1.0,0.0,0.0,512.0,1.0,165.4646
0.0,2.0,2.0,2.0,0.0,1.0,512.0,1.0,164.987
0.0,2.0,2.0,2.0,0.0,1.0,512.0,1.0,164.987
0.0,2.0,2.0,2.0,0.0,1.0,512.0,1.0,164.987
0.0,2.0,2.0,2.0,0.0,0.0,512.0,1.0,164.9902
0.0,2.0,2.0,2.0,1.0,1.0,512.0,1.0,164.673
0.0,2.0,2.0,2.0,1.0,1.0,512.0,1.0,164.673
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,1.0,4096.0,9.0,165.688
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,0.0,512.0,9.0,165.94
0.0,2.0,2.0,2.0,1.0,1.0,512.0,9.0,164.4566
0.0,2.0,2.0,2.0,1.0,1.0,4096.0,9.0,165.688
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
0.0,2.0,2.0,1.0,1.0,0.0,1024.0,5.0,166.7586
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
0.0,2.0,2.0,0.0,0.0,0.0,1024.0,5.0,167.4724
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
0.0,2.0,2.0,0.0,1.0,0.0,1024.0,5.0,164.3172
