fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1.0,1.0,0.0,0.0,0.0,64.0,8.0,4096.0,135287.8
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,0.0,0.0,0.0,0.0,64.0,8.0,256.0,134959.4
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,134334.0
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
1.0,0.0,0.0,0.0,0.0,64.0,32.0,256.0,129289.6
1.0,0.0,0.0,0.0,1.0,64.0,32.0,256.0,134278.2
1.0,0.0,0.0,0.0,0.0,64.0,32.0,256.0,129289.6
1.0,0.0,0.0,0.0,1.0,64.0,32.0,256.0,134278.2
1.0,0.0,0.0,0.0,0.0,256.0,32.0,256.0,132823.0
1.0,0.0,0.0,0.0,0.0,64.0,32.0,1024.0,135660.4
0.0,0.0,0.0,0.0,0.0,64.0,32.0,256.0,46471.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,8.0,256.0,46403.8
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,4096.0,46336.2
0.0,1.0,0.0,0.0,1.0,64.0,32.0,256.0,46155.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,1.0,0.0,64.0,32.0,256.0,46886.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,46178.0
0.0,0.0,0.0,0.0,0.0,64.0,32.0,256.0,46471.2
1.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,130682.8
1.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,132785.6
1.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,130682.8
1.0,1.0,0.0,0.0,1.0,256.0,32.0,256.0,134256.8
1.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,130682.8
1.0,1.0,0.0,1.0,0.0,256.0,32.0,256.0,134325.4
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
1.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,130682.8
1.0,1.0,0.0,0.0,0.0,256.0,32.0,256.0,130682.8
1.0,1.0,0.0,1.0,0.0,256.0,32.0,256.0,134325.4
1.0,0.0,0.0,0.0,0.0,256.0,32.0,256.0,132823.0
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,1.0,64.0,32.0,256.0,46155.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,32.0,1024.0,46224.0
1.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,132467.8
0.0,1.0,1.0,0.0,0.0,64.0,32.0,256.0,46144.0
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
0.0,1.0,0.0,0.0,0.0,64.0,2.0,256.0,46500.4
0.0,1.0,0.0,0.0,0.0,64.0,32.0,256.0,46122.2
