WindowSize,CompressionLevel,Performance
21.0,3.0,2.512
21.0,11.0,244.72
21.0,1.0,1.598
21.0,4.0,2.768
18.0,1.0,1.63
14.0,1.0,1.46
22.0,1.0,1.586
21.0,1.0,1.598
14.0,11.0,301.078
14.0,9.0,7.404
14.0,0.0,1.472
14.0,4.0,2.894
14.0,8.0,6.086
14.0,4.0,2.894
14.0,3.0,2.302
20.0,1.0,1.636
20.0,6.0,10.658
20.0,11.0,246.08
20.0,8.0,14.64
20.0,6.0,10.658
20.0,8.0,14.64
20.0,3.0,2.546
16.0,3.0,2.508
16.0,8.0,7.548
22.0,3.0,2.5
21.0,3.0,2.512
10.0,3.0,2.616
22.0,1.0,1.586
19.0,1.0,1.604
22.0,4.0,2.748
22.0,6.0,10.266
22.0,6.0,10.266
19.0,1.0,1.604
22.0,5.0,7.198
22.0,0.0,1.596
22.0,9.0,34.292
14.0,1.0,1.46
14.0,3.0,2.302
14.0,8.0,6.086
14.0,4.0,2.894
14.0,2.0,1.9
12.0,1.0,1.542
23.0,1.0,1.572
14.0,1.0,1.46
14.0,1.0,1.46
14.0,6.0,4.874
12.0,1.0,1.542
21.0,9.0,23.614
21.0,1.0,1.598
21.0,1.0,1.598
18.0,1.0,1.63
13.0,1.0,1.514
13.0,3.0,2.37
24.0,1.0,1.57
13.0,4.0,2.972
16.0,1.0,1.598
14.0,1.0,1.46
19.0,1.0,1.604
14.0,3.0,2.302
14.0,6.0,4.874
22.0,1.0,1.586
14.0,9.0,7.404
14.0,4.0,2.894
19.0,1.0,1.604
16.0,1.0,1.598
14.0,10.0,301.488
19.0,1.0,1.604
15.0,2.0,1.972
16.0,2.0,2.026
19.0,2.0,2.1
15.0,0.0,1.534
15.0,2.0,1.972
15.0,4.0,2.834
15.0,0.0,1.534
15.0,7.0,6.39
22.0,0.0,1.596
15.0,3.0,2.392
15.0,8.0,6.738
15.0,5.0,5.072
15.0,8.0,6.738
20.0,0.0,1.63
10.0,3.0,2.616
10.0,5.0,3.306
10.0,2.0,2.146
20.0,2.0,2.088
17.0,2.0,2.102
11.0,2.0,1.998
13.0,2.0,1.942
13.0,9.0,6.862
13.0,4.0,2.972
13.0,7.0,5.554
11.0,2.0,1.998
13.0,4.0,2.972
10.0,2.0,2.146
13.0,3.0,2.37
20.0,2.0,2.088
20.0,2.0,2.088
13.0,2.0,1.942
19.0,10.0,258.558
19.0,11.0,258.502
