new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1.0,0.0,0.0,1.0,1.0,30.0,128.0,6.0,91564.4
1.0,0.0,0.0,1.0,1.0,30.0,128.0,6.0,91564.4
1.0,0.0,0.0,1.0,0.0,30.0,128.0,6.0,91529.4
1.0,0.0,0.0,1.0,0.0,30.0,128.0,6.0,91529.4
1.0,0.0,0.0,0.0,0.0,30.0,128.0,6.0,88876.4
1.0,0.0,0.0,0.0,0.0,60.0,128.0,6.0,89488.2
1.0,0.0,0.0,0.0,0.0,30.0,128.0,6.0,88876.4
1.0,0.0,0.0,0.0,0.0,30.0,128.0,6.0,88876.4
1.0,0.0,0.0,0.0,0.0,30.0,128.0,6.0,88876.4
1.0,0.0,0.0,0.0,0.0,30.0,128.0,6.0,88876.4
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,6.0,88660.8
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,6.0,88660.8
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,6.0,88660.8
1.0,1.0,0.0,0.0,0.0,30.0,2048.0,6.0,88407.0
1.0,1.0,0.0,0.0,0.0,90.0,2048.0,6.0,88411.6
1.0,1.0,0.0,0.0,0.0,30.0,2048.0,4.0,11902.0
1.0,1.0,0.0,0.0,0.0,30.0,2048.0,4.0,11902.0
1.0,1.0,0.0,0.0,0.0,30.0,2048.0,8.0,100709.2
1.0,1.0,0.0,0.0,0.0,30.0,2048.0,4.0,11902.0
1.0,1.0,1.0,0.0,0.0,30.0,2048.0,4.0,11902.2
1.0,1.0,0.0,0.0,1.0,30.0,2048.0,4.0,11953.8
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,4.0,11900.0
1.0,0.0,0.0,0.0,0.0,30.0,2048.0,4.0,11900.0
4.0,0.0,0.0,0.0,0.0,30.0,2048.0,4.0,13220.2
1.0,0.0,0.0,0.0,0.0,30.0,32.0,4.0,11864.2
1.0,0.0,0.0,0.0,0.0,20.0,32.0,4.0,12029.2
1.0,0.0,0.0,0.0,0.0,30.0,1024.0,4.0,11935.4
