topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.14434399184
2.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.149368891649
4.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.14434399184
4.0,1.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0148146029853
4.0,1.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.14434399184
4.0,1.0,2.0,10.0,1.0,1.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0148963086732
4.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0147791971871
4.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0146525533708
2.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0145095684169
2.0,10.0,2.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0149072027649
2.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0145095684169
2.0,10.0,4.0,10.0,1.0,1.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0147751119027
2.0,1.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0148908616273
2.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0145095684169
2.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0145095684169
2.0,10.0,4.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,2.0,0.0,0.878905361663
2.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0149521408933
2.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.149390679832
4.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.0146525533708
4.0,10.0,4.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,2.0,0.0,0.695608183097
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.00232725034487
2.0,1.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.150221354326
4.0,1.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.146159219874
4.0,1.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.146159219874
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.143837416575
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,29.0,0.145768394333
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143043509641
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143043509641
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143043509641
4.0,1.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.145061640133
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,2.0,0.0,0.143043509641
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0760189720607
4.0,1.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0804814643838
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0787057274325
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0760189720607
4.0,10.0,2.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0801274064027
4.0,10.0,4.0,10.0,10.0,1.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0793307759453
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0760189720607
4.0,10.0,4.0,10.0,10.0,0.0,1.0,10.0,1024.0,100.0,5.0,29.0,0.0787057274325
4.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145027596096
4.0,10.0,4.0,10.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.0145027596096
4.0,10.0,4.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.213441130371
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000881059668302
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000881059668302
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000881059668302
4.0,10.0,4.0,1000000.0,1.0,0.0,1.0,10.0,1024.0,100.0,5.0,0.0,0.000881059668302
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,2.0,29.0,0.00551785745898
4.0,1.0,4.0,1000000.0,10.0,1.0,1.0,1000.0,512.0,10000.0,2.0,29.0,0.00708796842892
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,2.0,29.0,0.00551785745898
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,4.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.00135495265836
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,1.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.0010635357047
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,10.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000615516182492
4.0,10.0,2.0,1000000.0,1.0,0.0,1.0,1000.0,512.0,10000.0,5.0,29.0,0.000870165576577
2.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.267729112962
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.202681853031
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.202681853031
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,512.0,100.0,5.0,0.0,0.204465760551
4.0,10.0,2.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.202681853031
4.0,10.0,4.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.213441130371
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.201600614427
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,0.0,0.201600614427
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,2.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.197971520121
4.0,10.0,4.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.159230768183
4.0,10.0,4.0,10.0,1.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.219074737555
4.0,10.0,4.0,10.0,10.0,0.0,1000.0,10.0,1024.0,100.0,5.0,29.0,0.159230768183
