fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0.0,1.0,1.0,1.0,0.0,256.0,8.0,4096.0,47064.8
0.0,1.0,1.0,0.0,0.0,256.0,8.0,4096.0,46382.8
1.0,1.0,1.0,0.0,0.0,256.0,8.0,4096.0,136698.2
0.0,0.0,1.0,0.0,0.0,256.0,8.0,4096.0,46383.4
0.0,1.0,0.0,0.0,0.0,256.0,8.0,4096.0,46102.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,2.0,1024.0,46248.8
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,1.0,0.0,0.0,1.0,256.0,2.0,4096.0,46310.8
0.0,1.0,0.0,0.0,0.0,64.0,2.0,4096.0,46154.0
0.0,1.0,0.0,0.0,0.0,128.0,2.0,4096.0,46368.8
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,0.0,256.0,8.0,4096.0,46102.0
0.0,1.0,0.0,0.0,0.0,256.0,2.0,4096.0,46096.4
0.0,1.0,0.0,0.0,1.0,256.0,2.0,4096.0,46310.8
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,128.0,32.0,4096.0,46197.8
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,0.0,0.0,256.0,32.0,4096.0,46039.0
0.0,1.0,0.0,1.0,0.0,256.0,32.0,4096.0,46756.0
0.0,1.0,0.0,0.0,0.0,64.0,32.0,4096.0,46336.2
0.0,1.0,0.0,1.0,0.0,256.0,2.0,4096.0,47670.8
0.0,1.0,0.0,1.0,0.0,256.0,2.0,4096.0,47670.8
1.0,1.0,0.0,1.0,0.0,256.0,2.0,4096.0,129499.4
0.0,0.0,0.0,1.0,0.0,256.0,2.0,4096.0,46365.8
1.0,0.0,0.0,1.0,0.0,256.0,2.0,4096.0,133050.0
0.0,0.0,0.0,1.0,0.0,256.0,32.0,4096.0,46898.4
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
1.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,132200.2
0.0,0.0,0.0,1.0,0.0,256.0,2.0,4096.0,46365.8
0.0,0.0,0.0,0.0,0.0,256.0,8.0,4096.0,46426.6
0.0,0.0,0.0,0.0,0.0,256.0,2.0,4096.0,46167.0
0.0,0.0,0.0,0.0,0.0,256.0,2.0,1024.0,46194.6
0.0,0.0,0.0,0.0,0.0,256.0,2.0,1024.0,46194.6
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,0.0,1.0,1.0,0.0,256.0,2.0,4096.0,46625.0
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,0.0,1.0,0.0,0.0,256.0,8.0,4096.0,46383.4
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,1.0,1.0,0.0,0.0,256.0,2.0,4096.0,46427.0
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,0.0,1.0,0.0,0.0,256.0,2.0,4096.0,46143.4
0.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,46095.0
0.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,46095.0
0.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,46095.0
0.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,46095.0
0.0,0.0,0.0,0.0,0.0,64.0,2.0,4096.0,46558.6
0.0,0.0,1.0,0.0,0.0,64.0,2.0,1024.0,46199.0
0.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,46095.0
0.0,0.0,1.0,0.0,0.0,64.0,2.0,256.0,46097.4
0.0,0.0,1.0,1.0,0.0,64.0,2.0,4096.0,46806.8
1.0,0.0,1.0,0.0,0.0,64.0,2.0,4096.0,134209.2
0.0,0.0,1.0,0.0,0.0,64.0,8.0,4096.0,46330.8
0.0,1.0,0.0,0.0,1.0,256.0,32.0,1024.0,46191.2
0.0,1.0,0.0,0.0,1.0,256.0,32.0,1024.0,46191.2
0.0,1.0,0.0,0.0,1.0,256.0,32.0,1024.0,46191.2
0.0,1.0,0.0,0.0,1.0,128.0,32.0,1024.0,46405.0
0.0,1.0,0.0,0.0,1.0,256.0,32.0,1024.0,46191.2
0.0,1.0,1.0,0.0,1.0,256.0,32.0,1024.0,46493.8
0.0,1.0,0.0,0.0,1.0,256.0,8.0,1024.0,46358.2
0.0,1.0,0.0,0.0,1.0,256.0,8.0,1024.0,46358.2
0.0,1.0,0.0,0.0,1.0,256.0,32.0,4096.0,46104.2
0.0,1.0,0.0,0.0,1.0,256.0,32.0,4096.0,46104.2
0.0,1.0,1.0,0.0,1.0,256.0,32.0,4096.0,46447.8
0.0,1.0,0.0,0.0,1.0,256.0,32.0,4096.0,46104.2
0.0,1.0,0.0,0.0,1.0,256.0,32.0,4096.0,46104.2
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
1.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,129652.6
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
1.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,129652.6
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
0.0,0.0,0.0,0.0,1.0,256.0,32.0,1024.0,46176.6
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
0.0,0.0,1.0,0.0,1.0,256.0,32.0,4096.0,47000.2
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
0.0,0.0,0.0,0.0,1.0,256.0,32.0,4096.0,46070.8
0.0,0.0,0.0,0.0,1.0,64.0,32.0,4096.0,46073.6
1.0,1.0,0.0,0.0,0.0,128.0,32.0,4096.0,134334.8
1.0,1.0,0.0,0.0,0.0,128.0,32.0,4096.0,134334.8
1.0,1.0,0.0,0.0,0.0,128.0,32.0,1024.0,133666.2
1.0,1.0,0.0,0.0,0.0,256.0,32.0,1024.0,131767.4
0.0,1.0,0.0,0.0,0.0,256.0,32.0,1024.0,46094.8
0.0,1.0,0.0,0.0,0.0,256.0,32.0,1024.0,46094.8
0.0,1.0,1.0,0.0,0.0,256.0,32.0,1024.0,46047.4
0.0,1.0,1.0,0.0,0.0,64.0,32.0,1024.0,46145.0
0.0,1.0,1.0,0.0,0.0,256.0,32.0,1024.0,46047.4
0.0,1.0,1.0,1.0,0.0,256.0,32.0,1024.0,46477.8
0.0,1.0,1.0,0.0,0.0,256.0,32.0,1024.0,46047.4
0.0,1.0,1.0,0.0,0.0,256.0,32.0,1024.0,46047.4
0.0,1.0,1.0,0.0,0.0,128.0,32.0,1024.0,46311.2
0.0,1.0,1.0,0.0,0.0,256.0,8.0,1024.0,47095.6
